,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Interceptions,Rating
1094,Jefferson Farfán,2011/2012,Schalke 04,Germany-Bundesliga,GB,23,1754,21,7.6
1095,Jefferson Farfán,2010/2011,Schalke 04,Germany-Bundesliga,GB,28,2341,25,7.23
1096,Jefferson Farfán,2010/2011,Schalke 04,Europe-UEFA-Champions-League,UCL,10,819,16,7.49
1097,Jefferson Farfán,2009/2010,Schalke 04,Germany-Bundesliga,GB,33,2833,17,7.27
1098,Birkir Már Sævarsson,2017,Hammarby,Sweden-Allsvenskan,SA,29,2582,49,6.93
1099,Birkir Már Sævarsson,2016,Hammarby,Sweden-Allsvenskan,SA,27,2355,51,6.99
1100,Birkir Már Sævarsson,2016,Iceland,International-European-Championship,UEC,5,450,7,6.39
1101,Emil Hallfreðsson,2017/2018,Udinese,Italy-Serie-A,ISA,19,761,20,6.39
1102,Emil Hallfreðsson,2016/2017,Udinese,Italy-Serie-A,ISA,28,1990,38,6.77
1103,Emil Hallfreðsson,2015/2016,Verona,Italy-Serie-A,ISA,16,1220,15,6.74
1104,Emil Hallfreðsson,2015/2016,Udinese,Italy-Serie-A,ISA,11,661,16,6.46
1105,Emil Hallfreðsson,2014/2015,Verona,Italy-Serie-A,ISA,28,2114,39,6.96
1106,Emil Hallfreðsson,2016,Iceland,International-European-Championship,UEC,1,24,-,5.9
1107,Emil Hallfreðsson,2013/2014,Verona,Italy-Serie-A,ISA,33,2469,43,7.04
1108,Miranda,2017/2018,Inter,Italy-Serie-A,ISA,31,2729,38,6.89
1109,Miranda,2016/2017,Inter,Italy-Serie-A,ISA,32,2880,76,7.16
1110,Miranda,2016/2017,Inter,Europe-UEFA-Europa-League,UEL,3,270,5,6.63
1111,Miranda,2015/2016,Inter,Italy-Serie-A,ISA,32,2743,66,6.96
1112,Miranda,2015,Brazil,International-Copa-America,ICA,4,360,6,6.92
1113,Miranda,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,23,2028,37,7.02
1114,Miranda,2014/2015,Atletico Madr..,Europe-UEFA-Champions-League,UCL,8,720,11,6.98
1115,Miranda,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,32,2880,33,7.15
1116,Miranda,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,13,1170,23,7.14
1117,Miranda,2012/2013,Atletico Madr..,Spain-La-Liga,SLL,35,3146,58,7.04
1118,Miranda,2012/2013,Atletico Madr..,Europe-UEFA-Europa-League,UEL,3,270,5,7.1
1119,Miranda,2011/2012,Atletico Madr..,Spain-La-Liga,SLL,27,2295,87,6.8
1120,Thiago Silva,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,6,522,4,7.01
1121,Thiago Silva,2017/2018,Paris Saint G..,France-Ligue-1,FL1,25,2117,19,7.08
1122,Thiago Silva,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,586,12,6.88
1123,Thiago Silva,2016/2017,Paris Saint G..,France-Ligue-1,FL1,27,2386,52,7.38
1124,Thiago Silva,2015/2016,Paris Saint G..,Europe-UEFA-Champions-League,UCL,9,810,27,7.42
1125,Thiago Silva,2015/2016,Paris Saint G..,France-Ligue-1,FL1,30,2622,94,7.65
1126,Thiago Silva,2015,Brazil,International-Copa-America,ICA,3,270,7,7.46
1127,Thiago Silva,2014/2015,Paris Saint G..,Europe-UEFA-Champions-League,UCL,6,471,10,6.79
1128,Thiago Silva,2014/2015,Paris Saint G..,France-Ligue-1,FL1,26,2309,73,7.53
1129,Thiago Silva,2013/2014,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,568,19,7.12
1130,Thiago Silva,2013/2014,Paris Saint G..,France-Ligue-1,FL1,28,2386,63,7.42
1131,Thiago Silva,2014,Brazil,International-FIFA-World-Cup,WC,6,540,10,7.11
1132,Thiago Silva,2013,Brazil,International-Confederations-Cup,ICC,5,450,8,6.8
1133,Thiago Silva,2012/2013,Paris Saint G..,Europe-UEFA-Champions-League,UCL,9,801,35,7.57
1134,Thiago Silva,2012/2013,Paris Saint G..,France-Ligue-1,FL1,22,1900,62,7.39
1135,Thiago Silva,2011/2012,AC Milan,Italy-Serie-A,ISA,27,2296,91,7.46
1136,Thiago Silva,2011/2012,AC Milan,Europe-UEFA-Champions-League,UCL,7,590,23,7.19
1137,Thiago Silva,2010/2011,AC Milan,Italy-Serie-A,ISA,33,2898,74,7.48
1138,Thiago Silva,2010/2011,AC Milan,Europe-UEFA-Champions-League,UCL,6,540,26,7.42
1139,Thiago Silva,2009/2010,AC Milan,Italy-Serie-A,ISA,33,2921,90,7.44
1140,Thiago Silva,2009/2010,AC Milan,Europe-UEFA-Champions-League,UCL,7,561,20,7.1
1141,Fernandinho,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,8,682,14,6.96
1142,Fernandinho,2017/2018,Manchester Ci..,England-Premier-League,EPL,34,2885,47,7.44
1143,Fernandinho,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,545,15,6.68
1144,Fernandinho,2016/2017,Manchester Ci..,England-Premier-League,EPL,32,2755,65,7.16
1145,Fernandinho,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,12,1050,22,7.24
1146,Fernandinho,2015/2016,Manchester Ci..,England-Premier-League,EPL,33,2732,56,7.17
1147,Fernandinho,2015,Brazil,International-Copa-America,ICA,4,360,8,6.98
1148,Fernandinho,2014/2015,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,425,14,6.96
1149,Fernandinho,2014/2015,Manchester Ci..,England-Premier-League,EPL,33,2273,61,7.19
1150,Fernandinho,2013/2014,Manchester Ci..,Europe-UEFA-Champions-League,UCL,8,653,17,6.93
1151,Fernandinho,2013/2014,Manchester Ci..,England-Premier-League,EPL,33,2609,58,7.4
1152,Fernandinho,2014,Brazil,International-FIFA-World-Cup,WC,5,298,2,6.47
1153,Fernandinho,2012/2013,Shakhtar Done..,Europe-UEFA-Champions-League,UCL,8,720,31,7.86
1154,Fernandinho,2011/2012,Shakhtar Done..,Europe-UEFA-Champions-League,UCL,4,360,13,7.37
1155,Fernandinho,2010/2011,Shakhtar Done..,Europe-UEFA-Champions-League,UCL,2,36,-,5.9
1156,Andreas Granqvist,2017/2018,FC Krasnodar,Russia-Premier-League,RPL,29,2610,62,7.16
1157,Andreas Granqvist,2016/2017,FC Krasnodar,Russia-Premier-League,RPL,29,2610,80,7.12
1158,Andreas Granqvist,2016/2017,FC Krasnodar,Europe-UEFA-Europa-League,UEL,9,781,29,6.74
1159,Andreas Granqvist,2015/2016,FC Krasnodar,Russia-Premier-League,RPL,29,2533,106,7.3
1160,Andreas Granqvist,2015/2016,FC Krasnodar,Europe-UEFA-Europa-League,UEL,8,720,38,7.23
1161,Andreas Granqvist,2014/2015,FC Krasnodar,Europe-UEFA-Europa-League,UEL,5,450,11,6.9
1162,Andreas Granqvist,2014/2015,FC Krasnodar,Russia-Premier-League,RPL,27,2430,91,7.28
1163,Andreas Granqvist,2016,Sweden,International-European-Championship,UEC,3,270,7,7.31
1164,Andreas Granqvist,2013/2014,FC Krasnodar,Russia-Premier-League,RPL,20,1714,40,7.18
1165,Andreas Granqvist,2012/2013,Genoa,Italy-Serie-A,ISA,35,2951,56,7.1
1166,Andreas Granqvist,2012,Sweden,International-European-Championship,UEC,3,247,1,6.25
1167,Andreas Granqvist,2011/2012,Genoa,Italy-Serie-A,ISA,28,2344,72,7.03
1168,Sebastian Larsson,2017/2018,Hull,England-Championship,EC,40,3246,39,6.7
1169,Sebastian Larsson,2016/2017,Sunderland,England-Premier-League,EPL,21,1471,13,6.46
1170,Sebastian Larsson,2015/2016,Sunderland,England-Premier-League,EPL,18,548,10,6.29
1171,Sebastian Larsson,2014/2015,Sunderland,England-Premier-League,EPL,36,3061,39,7.01
1172,Sebastian Larsson,2016,Sweden,International-European-Championship,UEC,3,250,2,6.53
1173,Sebastian Larsson,2013/2014,Sunderland,England-Premier-League,EPL,31,2220,27,6.72
1174,Sebastian Larsson,2012/2013,Sunderland,England-Premier-League,EPL,38,3001,50,6.82
1175,Sebastian Larsson,2012,Sweden,International-European-Championship,UEC,3,248,6,7.38
1176,Sebastian Larsson,2011/2012,Sunderland,England-Premier-League,EPL,32,2710,47,7.1
1177,Sebastian Larsson,2010/2011,Birmingham,England-Premier-League,EPL,35,2833,39,6.94
1178,Sebastian Larsson,2009/2010,Birmingham,England-Premier-League,EPL,33,2382,60,6.92
1179,Adolfo Machado,2018,Houston Dynam..,USA-Major-League-Soccer,UMLS,10,875,17,6.79
1180,Adolfo Machado,2017,Houston Dynam..,USA-Major-League-Soccer,UMLS,38,3420,94,6.93
1181,Abel Aguilar,2014/2015,Toulouse,France-Ligue-1,FL1,21,1660,54,6.84
1182,Abel Aguilar,2013/2014,Toulouse,France-Ligue-1,FL1,28,2451,52,6.96
1183,Abel Aguilar,2014,Colombia,International-FIFA-World-Cup,WC,3,238,3,7.17
1184,Abel Aguilar,2012/2013,Deportivo La ..,Spain-La-Liga,SLL,28,2414,47,7.08
1185,Abel Aguilar,2010/2011,Hercules,Spain-La-Liga,SLL,34,2871,97,6.97
1186,Abel Aguilar,2009/2010,Real Zaragoza,Spain-La-Liga,SLL,27,1685,25,6.67
1187,Shinji Okazaki,2017/2018,Leicester,England-Premier-League,EPL,27,1330,8,6.58
1188,Shinji Okazaki,2016/2017,Leicester,Europe-UEFA-Champions-League,UCL,7,338,2,6.48
1189,Shinji Okazaki,2016/2017,Leicester,England-Premier-League,EPL,30,1578,12,6.5
1190,Shinji Okazaki,2015/2016,Leicester,England-Premier-League,EPL,36,2074,15,6.61
1191,Shinji Okazaki,2014/2015,Mainz 05,Germany-Bundesliga,GB,32,2788,12,7.04
1192,Shinji Okazaki,2013/2014,Mainz 05,Germany-Bundesliga,GB,33,2719,19,7.23
1193,Shinji Okazaki,2014,Japan,International-FIFA-World-Cup,WC,3,249,2,6.61
1194,Shinji Okazaki,2013,Japan,International-Confederations-Cup,ICC,3,270,2,7.6
1195,Shinji Okazaki,2012/2013,VfB Stuttgart,Germany-Bundesliga,GB,25,1027,14,6.26
1196,Shinji Okazaki,2012/2013,VfB Stuttgart,Europe-UEFA-Europa-League,UEL,9,593,9,6.99
1197,Shinji Okazaki,2011/2012,VfB Stuttgart,Germany-Bundesliga,GB,26,1583,36,6.97
1198,Shinji Okazaki,2010/2011,VfB Stuttgart,Germany-Bundesliga,GB,12,994,14,6.92
1199,Cristian Rodríguez,2016/2017,Independiente,Argentina-Primera-División,APD,9,521,2,6.46
1200,Cristian Rodríguez,2016,Independiente,Argentina-Primera-División,APD,9,490,5,6.65
1201,Cristian Rodríguez,2015,Uruguay,International-Copa-America,ICA,4,241,1,6.93
1202,Cristian Rodríguez,2014/2015,Parma,Italy-Serie-A,ISA,5,447,10,7.13
1203,Cristian Rodríguez,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,6,63,2,6.16
1204,Cristian Rodríguez,2014/2015,Atletico Madr..,Europe-UEFA-Champions-League,UCL,2,32,-,6.35
1205,Cristian Rodríguez,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,20,326,6,6.36
1206,Cristian Rodríguez,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,10,239,2,6.25
1207,Cristian Rodríguez,2014,Uruguay,International-FIFA-World-Cup,WC,4,334,5,6.87
1208,Cristian Rodríguez,2013,Uruguay,International-Confederations-Cup,ICC,4,326,7,6.7
1209,Cristian Rodríguez,2012/2013,Atletico Madr..,Spain-La-Liga,SLL,33,1329,18,6.6
1210,Cristian Rodríguez,2012/2013,Atletico Madr..,Europe-UEFA-Europa-League,UEL,6,460,3,7.49
1211,Cristian Rodríguez,2011/2012,FC Porto,Europe-UEFA-Champions-League,UCL,1,16,2,6.58
1212,Cristian Rodríguez,2009/2010,FC Porto,Europe-UEFA-Champions-League,UCL,6,429,15,7.34
1213,Keisuke Honda,2016/2017,AC Milan,Italy-Serie-A,ISA,8,220,2,6.52
1214,Keisuke Honda,2015/2016,AC Milan,Italy-Serie-A,ISA,30,1931,29,6.84
1215,Keisuke Honda,2014/2015,AC Milan,Italy-Serie-A,ISA,29,2166,28,7.01
1216,Keisuke Honda,2013/2014,AC Milan,Italy-Serie-A,ISA,14,983,11,6.88
1217,Keisuke Honda,2013/2014,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,476,6,7.21
1218,Keisuke Honda,2013/2014,CSKA Moscow,Russia-Premier-League,RPL,18,1530,16,6.91
1219,Keisuke Honda,2014,Japan,International-FIFA-World-Cup,WC,3,270,1,7.38
1220,Keisuke Honda,2013,Japan,International-Confederations-Cup,ICC,3,269,1,6.82
1221,Keisuke Honda,2011/2012,CSKA Moscow,Europe-UEFA-Champions-League,UCL,1,22,-,7.07
1222,Keisuke Honda,2009/2010,CSKA Moscow,Europe-UEFA-Champions-League,UCL,4,312,6,7.15
1223,David Silva,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,426,6,6.76
1224,David Silva,2017/2018,Manchester Ci..,England-Premier-League,EPL,29,2437,18,7.58
1225,David Silva,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,540,5,7.09
1226,David Silva,2016/2017,Manchester Ci..,England-Premier-League,EPL,34,2768,16,7.28
1227,David Silva,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,8,629,3,7.04
1228,David Silva,2015/2016,Manchester Ci..,England-Premier-League,EPL,24,1802,16,7.28
1229,David Silva,2014/2015,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,449,7,7.04
1230,David Silva,2014/2015,Manchester Ci..,England-Premier-League,EPL,32,2661,21,7.53
1231,David Silva,2016,Spain,International-European-Championship,UEC,4,334,1,7.2
1232,David Silva,2013/2014,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,401,5,7.02
1233,David Silva,2013/2014,Manchester Ci..,England-Premier-League,EPL,27,2174,15,7.57
1234,David Silva,2014,Spain,International-FIFA-World-Cup,WC,3,175,4,6.69
1235,David Silva,2013,Spain,International-Confederations-Cup,ICC,3,179,3,7.48
1236,David Silva,2012/2013,Manchester Ci..,Europe-UEFA-Champions-League,UCL,3,243,6,7.09
1237,David Silva,2012/2013,Manchester Ci..,England-Premier-League,EPL,32,2526,28,7.3
1238,David Silva,2012,Spain,International-European-Championship,UEC,6,415,4,7.52
1239,David Silva,2011/2012,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,509,9,7.36
1240,David Silva,2011/2012,Manchester Ci..,England-Premier-League,EPL,36,2819,37,7.5
1241,David Silva,2010/2011,Manchester Ci..,England-Premier-League,EPL,35,2565,34,7.15
1242,David Silva,2009/2010,Valencia,Spain-La-Liga,SLL,30,2424,25,7.34
1243,Ashkan Dejagah,2017/2018,Nottingham Fo..,England-Championship,EC,1,14,1,5.88
1244,Ashkan Dejagah,2013/2014,Fulham,England-Premier-League,EPL,22,1301,8,6.76
1245,Ashkan Dejagah,2014,Iran,International-FIFA-World-Cup,WC,3,232,-,6.86
1246,Ashkan Dejagah,2012/2013,Wolfsburg,Germany-Bundesliga,GB,1,67,3,7.37
1247,Ashkan Dejagah,2012/2013,Fulham,England-Premier-League,EPL,21,1193,32,6.63
1248,Ashkan Dejagah,2011/2012,Wolfsburg,Germany-Bundesliga,GB,26,2003,25,7.1
1249,Ashkan Dejagah,2010/2011,Wolfsburg,Germany-Bundesliga,GB,23,1097,15,6.5
1250,Ashkan Dejagah,2009/2010,Wolfsburg,Germany-Bundesliga,GB,24,648,15,6.43
1251,Ashkan Dejagah,2009/2010,Wolfsburg,Europe-UEFA-Champions-League,UCL,3,62,4,6.2
1252,Manuel da Costa,2017/2018,Istanbul Basa..,Turkey-Super-Lig,TS,11,874,7,6.72
1253,Manuel da Costa,2017/2018,Istanbul Basa..,Europe-UEFA-Europa-League,UEL,2,47,2,6.18
1254,Manuel da Costa,2016/2017,Olympiacos,Europe-UEFA-Europa-League,UEL,8,656,15,6.91
1255,Manuel da Costa,2015/2016,Olympiacos,Europe-UEFA-Europa-League,UEL,2,180,7,6.6
1256,Manuel da Costa,2015/2016,Olympiacos,Europe-UEFA-Champions-League,UCL,5,310,13,6.49
1257,Manuel da Costa,2014/2015,Sivasspor,Turkey-Super-Lig,TS,24,1990,60,6.98
1258,Manuel da Costa,2010/2011,West Ham,England-Premier-League,EPL,16,1293,38,7.29
1259,Manuel da Costa,2009/2010,West Ham,England-Premier-League,EPL,15,1094,33,7.16
1260,Bryan Ruiz,2017/2018,Sporting CP,Portugal-Liga-NOS,PLN,20,1015,5,6.73
1261,Bryan Ruiz,2017/2018,Sporting CP,Europe-UEFA-Europa-League,UEL,6,479,3,6.99
1262,Bryan Ruiz,2016/2017,Sporting CP,Portugal-Liga-NOS,PLN,32,2089,19,6.91
1263,Bryan Ruiz,2016/2017,Sporting CP,Europe-UEFA-Champions-League,UCL,6,433,7,6.63
1264,Bryan Ruiz,2015/2016,Sporting CP,Europe-UEFA-Europa-League,UEL,6,415,2,7.11
1265,Bryan Ruiz,2014/2015,Fulham,England-Championship,EC,29,1932,23,6.94
1266,Bryan Ruiz,2013/2014,Fulham,England-Premier-League,EPL,12,774,4,6.77
1267,Bryan Ruiz,2013/2014,PSV Eindhoven,Netherlands-Eredivisie,NE,14,1129,3,7.19
1268,Bryan Ruiz,2014,Costa Rica,International-FIFA-World-Cup,WC,5,434,1,6.76
1269,Bryan Ruiz,2012/2013,Fulham,England-Premier-League,EPL,29,2386,51,7.28
1270,Bryan Ruiz,2011/2012,Fulham,England-Premier-League,EPL,27,1514,34,6.82
1271,Bryan Ruiz,2010/2011,Twente,Europe-UEFA-Champions-League,UCL,5,450,17,7.75
1272,Sergio Ramos,2017/2018,Real Madrid,Spain-La-Liga,SLL,26,2292,46,7.09
1273,Sergio Ramos,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,11,990,18,7.1
1274,Sergio Ramos,2016/2017,Real Madrid,Spain-La-Liga,SLL,28,2489,57,7.1
1275,Sergio Ramos,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,11,971,28,7.16
1276,Sergio Ramos,2015/2016,Real Madrid,Spain-La-Liga,SLL,23,1946,77,7.15
1277,Sergio Ramos,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,10,869,24,7.55
1278,Sergio Ramos,2014/2015,Real Madrid,Spain-La-Liga,SLL,27,2254,64,7.42
1279,Sergio Ramos,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,8,696,28,7.25
1280,Sergio Ramos,2016,Spain,International-European-Championship,UEC,4,360,7,6.98
1281,Sergio Ramos,2013/2014,Real Madrid,Spain-La-Liga,SLL,32,2759,72,7.47
1282,Sergio Ramos,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,11,891,16,7.35
1283,Sergio Ramos,2014,Spain,International-FIFA-World-Cup,WC,3,270,6,7.34
1284,Sergio Ramos,2013,Spain,International-Confederations-Cup,ICC,5,408,12,6.97
1285,Sergio Ramos,2012/2013,Real Madrid,Spain-La-Liga,SLL,26,2268,48,7.45
1286,Sergio Ramos,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,9,810,28,7.42
1287,Sergio Ramos,2012,Spain,International-European-Championship,UEC,6,540,8,7.25
1288,Sergio Ramos,2011/2012,Real Madrid,Spain-La-Liga,SLL,34,3055,77,7.39
1289,Sergio Ramos,2011/2012,Real Madrid,Europe-UEFA-Champions-League,UCL,11,948,17,7.18
1290,Sergio Ramos,2010/2011,Real Madrid,Spain-La-Liga,SLL,31,2702,92,7.36
1291,Sergio Ramos,2010/2011,Real Madrid,Europe-UEFA-Champions-League,UCL,8,687,19,7.32
1292,Sergio Ramos,2009/2010,Real Madrid,Spain-La-Liga,SLL,33,2902,119,7.71
1293,Sergio Ramos,2009/2010,Real Madrid,Europe-UEFA-Champions-League,UCL,7,612,18,7.21
1294,Luka Modric,2017/2018,Real Madrid,Spain-La-Liga,SLL,26,1976,31,7.29
1295,Luka Modric,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,11,958,14,7.02
1296,Luka Modric,2016/2017,Real Madrid,Spain-La-Liga,SLL,25,1892,43,7.23
1297,Luka Modric,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,11,953,28,7.23
1298,Luka Modric,2015/2016,Real Madrid,Spain-La-Liga,SLL,32,2629,62,7.37
1299,Luka Modric,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,12,873,20,7.09
1300,Luka Modric,2014/2015,Real Madrid,Spain-La-Liga,SLL,16,1306,23,7.48
1301,Luka Modric,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,6,449,5,7.26
1302,Luka Modric,2016,Croatia,International-European-Championship,UEC,3,242,10,7.63
1303,Luka Modric,2013/2014,Real Madrid,Spain-La-Liga,SLL,34,2651,46,7.31
1304,Luka Modric,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,11,942,30,7.79
1305,Luka Modric,2014,Croatia,International-FIFA-World-Cup,WC,3,270,6,7.22
1306,Luka Modric,2012/2013,Real Madrid,Spain-La-Liga,SLL,33,2189,45,7.19
1307,Luka Modric,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,11,596,17,7.1
1308,Luka Modric,2012,Croatia,International-European-Championship,UEC,3,270,8,7.21
1309,Luka Modric,2011/2012,Tottenham,England-Premier-League,EPL,36,3216,81,7.59
1310,Luka Modric,2010/2011,Tottenham,Europe-UEFA-Champions-League,UCL,8,566,16,7.0
1311,Luka Modric,2010/2011,Tottenham,England-Premier-League,EPL,32,2801,80,7.34
1312,Luka Modric,2009/2010,Tottenham,England-Premier-League,EPL,25,1916,50,7.3
1313,Diego Godín,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,30,2554,59,7.07
1314,Diego Godín,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,8,720,12,7.19
1315,Diego Godín,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,360,8,7.11
1316,Diego Godín,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,31,2706,77,7.23
1317,Diego Godín,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,11,990,29,7.33
1318,Diego Godín,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,31,2651,101,7.52
1319,Diego Godín,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,12,1079,38,7.52
1320,Diego Godín,2015,Uruguay,International-Copa-America,ICA,3,270,10,7.55
1321,Diego Godín,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,34,3060,89,7.37
1322,Diego Godín,2014/2015,Atletico Madr..,Europe-UEFA-Champions-League,UCL,9,810,21,7.57
1323,Diego Godín,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,34,3060,89,7.44
1324,Diego Godín,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,10,900,12,7.3
1325,Diego Godín,2014,Uruguay,International-FIFA-World-Cup,WC,4,360,11,7.43
1326,Diego Godín,2013,Uruguay,International-Confederations-Cup,ICC,4,360,9,6.74
1327,Diego Godín,2012/2013,Atletico Madr..,Spain-La-Liga,SLL,35,3107,85,7.33
1328,Diego Godín,2012/2013,Atletico Madr..,Europe-UEFA-Europa-League,UEL,1,90,3,8.01
1329,Diego Godín,2011/2012,Atletico Madr..,Spain-La-Liga,SLL,27,2256,86,6.85
1330,Diego Godín,2010/2011,Atletico Madr..,Spain-La-Liga,SLL,25,2243,87,7.08
1331,Diego Godín,2009/2010,Villarreal,Spain-La-Liga,SLL,36,3184,97,7.23
1332,Manuel Fernandes,2017/2018,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,10,900,4,7.52
1333,Manuel Fernandes,2017/2018,Lokomotiv Mos..,Russia-Premier-League,RPL,29,2476,15,7.16
1334,Manuel Fernandes,2016/2017,Lokomotiv Mos..,Russia-Premier-League,RPL,22,1829,6,7.47
1335,Manuel Fernandes,2015/2016,Lokomotiv Mos..,Russia-Premier-League,RPL,4,172,-,6.45
1336,Manuel Fernandes,2015/2016,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,7,516,4,6.44
1337,Manuel Fernandes,2014/2015,Lokomotiv Mos..,Russia-Premier-League,RPL,28,1826,9,6.75
1338,Manuel Fernandes,2010/2011,Valencia,Spain-La-Liga,SLL,7,481,16,6.85
1339,Manuel Fernandes,2010/2011,Valencia,Europe-UEFA-Champions-League,UCL,4,51,1,6.2
1340,Manuel Fernandes,2009/2010,Valencia,Spain-La-Liga,SLL,15,792,23,6.36
1341,Mark Milligan,2014,Australia,,WC,1,90,2,6.52
1342,Vincent Kompany,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,2,180,3,6.88
1343,Vincent Kompany,2017/2018,Manchester Ci..,England-Premier-League,EPL,17,1397,16,7.04
1344,Vincent Kompany,2016/2017,Manchester Ci..,England-Premier-League,EPL,11,823,16,7.18
1345,Vincent Kompany,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,363,11,6.82
1346,Vincent Kompany,2015/2016,Manchester Ci..,England-Premier-League,EPL,14,1179,23,7.28
1347,Vincent Kompany,2014/2015,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,630,26,6.87
1348,Vincent Kompany,2014/2015,Manchester Ci..,England-Premier-League,EPL,25,2034,45,6.86
1349,Vincent Kompany,2013/2014,Manchester Ci..,Europe-UEFA-Champions-League,UCL,4,360,15,7.32
1350,Vincent Kompany,2013/2014,Manchester Ci..,England-Premier-League,EPL,28,2365,56,7.18
1351,Vincent Kompany,2014,Belgium,International-FIFA-World-Cup,WC,4,360,4,7.05
1352,Vincent Kompany,2012/2013,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,540,18,6.78
1353,Vincent Kompany,2012/2013,Manchester Ci..,England-Premier-League,EPL,26,2239,44,7.09
1354,Vincent Kompany,2011/2012,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,540,12,6.97
1355,Vincent Kompany,2011/2012,Manchester Ci..,England-Premier-League,EPL,31,2774,73,7.32
1356,Vincent Kompany,2010/2011,Manchester Ci..,England-Premier-League,EPL,37,3330,87,7.42
1357,Vincent Kompany,2009/2010,Manchester Ci..,England-Premier-League,EPL,25,1913,69,7.26
1358,Gary Cahill,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,6,448,6,6.54
1359,Gary Cahill,2017/2018,Chelsea,England-Premier-League,EPL,27,2084,27,6.87
1360,Gary Cahill,2016/2017,Chelsea,England-Premier-League,EPL,37,3296,46,7.06
1361,Gary Cahill,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,7,541,11,6.95
