,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Key_Passes,Long,Short,Rating
2876,Karim Ansarifard,2014,Iran,International-FIFA-World-Cup,WC,1,22,-,-,-,5.74
2877,Romain Saïss,2017/2018,Wolverhampton..,England-Championship,EC,42,3398,31,10,21,7.09
2878,Romain Saïss,2016/2017,Wolverhampton..,England-Championship,EC,24,1728,11,5,6,6.85
2879,Romain Saïss,2015/2016,Angers,France-Ligue-1,FL1,35,3107,14,6,8,7.13
2880,Younès Belhanda,2017/2018,Galatasaray,Turkey-Super-Lig,TS,30,2445,81,24,57,7.39
2881,Younès Belhanda,2016/2017,Nice,France-Ligue-1,FL1,31,2541,42,1,41,6.8
2882,Younès Belhanda,2016/2017,Nice,Europe-UEFA-Europa-League,UEL,5,268,5,1,4,6.16
2883,Younès Belhanda,2015/2016,Schalke 04,Germany-Bundesliga,GB,15,813,19,2,17,6.87
2884,Younès Belhanda,2015/2016,Schalke 04,Europe-UEFA-Europa-League,UEL,2,178,2,-,2,6.86
2885,Younès Belhanda,2015/2016,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,2,31,1,-,1,6.13
2886,Younès Belhanda,2014/2015,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,9,596,15,3,12,6.75
2887,Younès Belhanda,2013/2014,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,7,530,13,4,9,6.83
2888,Younès Belhanda,2012/2013,Montpellier,Europe-UEFA-Champions-League,UCL,6,451,9,1,8,6.62
2889,Younès Belhanda,2012/2013,Montpellier,France-Ligue-1,FL1,29,2424,53,10,43,6.89
2890,Younès Belhanda,2011/2012,Montpellier,France-Ligue-1,FL1,28,2241,64,12,52,7.14
2891,Younès Belhanda,2010/2011,Montpellier,France-Ligue-1,FL1,36,2596,46,10,36,6.8
2892,Younès Belhanda,2009/2010,Montpellier,France-Ligue-1,FL1,33,1865,20,3,17,6.57
2893,Mehdi Carcela,2017/2018,Olympiacos,Europe-UEFA-Champions-League,UCL,4,268,-,-,-,6.39
2894,Mehdi Carcela,2016/2017,Granada,Spain-La-Liga,SLL,22,1753,16,2,14,6.87
2895,Mehdi Carcela,2015/2016,Benfica,Europe-UEFA-Champions-League,UCL,4,140,1,-,1,6.3
2896,Mehdi Carcela,2014/2015,Standard Lieg..,Europe-UEFA-Europa-League,UEL,1,56,-,-,-,6.56
2897,Mehdi Carcela,2013/2014,Standard Lieg..,Europe-UEFA-Europa-League,UEL,3,186,2,-,2,6.47
2898,Mehdi Carcela,2013/2014,Anzhi Makhach..,Russia-Premier-League,RPL,3,115,2,1,1,6.16
2899,Mehdi Carcela,2012/2013,Anzhi Makhach..,Europe-UEFA-Europa-League,UEL,10,362,6,-,6,6.16
2900,Mehdi Carcela,2009/2010,Standard Lieg..,Europe-UEFA-Champions-League,UCL,5,395,7,2,5,6.9
2901,Nacho,2017/2018,Real Madrid,Spain-La-Liga,SLL,27,2073,5,-,5,6.9
2902,Nacho,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,8,595,3,-,3,7.17
2903,Nacho,2016/2017,Real Madrid,Spain-La-Liga,SLL,28,2302,9,1,8,7.01
2904,Nacho,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,4,315,-,-,-,6.89
2905,Nacho,2015/2016,Real Madrid,Spain-La-Liga,SLL,16,1153,3,-,3,6.98
2906,Nacho,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,5,358,1,-,1,6.99
2907,Nacho,2014/2015,Real Madrid,Spain-La-Liga,SLL,14,636,1,-,1,6.83
2908,Nacho,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,6,200,1,1,-,6.51
2909,Nacho,2013/2014,Real Madrid,Spain-La-Liga,SLL,12,812,6,1,5,6.8
2910,Nacho,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,3,242,-,-,-,7.64
2911,Nacho,2013,Spain U21,International-EURO-U-21,IEU,1,90,-,-,-,6.89
2912,Nacho,2012/2013,Real Madrid,Spain-La-Liga,SLL,9,556,2,-,2,6.94
2913,Nacho,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,1,90,-,-,-,7.23
2914,Nacho,2010/2011,Real Madrid,Spain-La-Liga,SLL,2,145,-,-,-,6.73
2915,Henrik Dalsgaard,2017/2018,Brentford,England-Championship,EC,29,2541,29,6,23,6.98
2916,Henrik Dalsgaard,2014/2015,AaB,Europe-UEFA-Europa-League,UEL,8,700,10,1,9,6.83
2917,Pedro Gallese,2015,Peru,,ICA,6,540,-,-,-,6.85
2918,Luis Advíncula,2016/2017,Newells Old B..,Argentina-Primera-División,APD,14,1187,10,2,8,6.99
2919,Luis Advíncula,2016,Newells Old B..,Argentina-Primera-División,APD,15,1264,13,5,8,6.76
2920,Luis Advíncula,2015/2016,Bursaspor,Turkey-Super-Lig,TS,12,1022,5,1,4,6.65
2921,Luis Advíncula,2015,Peru,International-Copa-America,ICA,6,540,8,2,6,7.14
2922,Luis Advíncula,2013,Ponte Preta,Brazil-Brasileirão,BSA,4,242,-,-,-,6.39
2923,Luis Advíncula,2012/2013,Hoffenheim,Germany-Bundesliga,GB,2,78,1,-,1,6.17
2924,Yoshimar Yotún,2018,Orlando City,USA-Major-League-Soccer,UMLS,10,891,21,6,15,7.47
2925,Yoshimar Yotún,2017,Orlando City,USA-Major-League-Soccer,UMLS,10,887,35,10,25,7.33
2926,Yoshimar Yotún,2017,Malmoe FF,Sweden-Allsvenskan,SA,15,1238,47,12,35,7.47
2927,Yoshimar Yotún,2016,Malmoe FF,Sweden-Allsvenskan,SA,19,1164,33,8,25,7.01
2928,Yoshimar Yotún,2015/2016,Malmoe FF,Europe-UEFA-Champions-League,UCL,4,303,5,2,3,6.25
2929,Yoshimar Yotún,2015,Peru,International-Copa-America,ICA,6,143,4,-,4,6.37
2930,Yoshimar Yotún,2013,Vasco da Gama,Brazil-Brasileirão,BSA,23,2000,21,7,14,6.83
2931,Lovre Kalinic,2016/2017,Gent,,UEL,4,360,-,-,-,6.27
2932,Thomas Müller,2017/2018,Bayern Munich,Germany-Bundesliga,GB,29,1966,58,7,51,7.28
2933,Thomas Müller,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,10,734,13,-,13,7.06
2934,Thomas Müller,2016/2017,Bayern Munich,Germany-Bundesliga,GB,29,2265,60,3,57,7.3
2935,Thomas Müller,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,433,5,-,5,6.75
2936,Thomas Müller,2015/2016,Bayern Munich,Germany-Bundesliga,GB,31,2345,60,4,56,7.5
2937,Thomas Müller,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,896,18,1,17,7.14
2938,Thomas Müller,2014/2015,Bayern Munich,Germany-Bundesliga,GB,32,2374,40,2,38,7.27
2939,Thomas Müller,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,10,778,19,-,19,7.59
2940,Thomas Müller,2016,Germany,International-European-Championship,UEC,6,540,9,-,9,7.2
2941,Thomas Müller,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,710,16,2,14,6.89
2942,Thomas Müller,2013/2014,Bayern Munich,Germany-Bundesliga,GB,31,2173,61,7,54,7.36
2943,Thomas Müller,2014,Germany,International-FIFA-World-Cup,WC,7,622,14,1,13,7.72
2944,Thomas Müller,2012/2013,Bayern Munich,Germany-Bundesliga,GB,28,2102,55,11,44,7.69
2945,Thomas Müller,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,13,1047,16,2,14,7.53
2946,Thomas Müller,2012,Germany,International-European-Championship,UEC,5,306,4,1,3,6.46
2947,Thomas Müller,2011/2012,Bayern Munich,Germany-Bundesliga,GB,34,2702,62,8,54,7.31
2948,Thomas Müller,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,694,27,1,26,7.13
2949,Thomas Müller,2010/2011,Bayern Munich,Germany-Bundesliga,GB,34,2801,56,6,50,7.37
2950,Thomas Müller,2010/2011,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,621,20,1,19,7.47
2951,Thomas Müller,2009/2010,Bayern Munich,Germany-Bundesliga,GB,34,2645,59,9,50,7.39
2952,Thomas Müller,2009/2010,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,939,19,2,17,6.86
2953,Dejan Lovren,2017/2018,Liverpool,Europe-UEFA-Champions-League,UCL,12,1050,4,-,4,7.0
2954,Dejan Lovren,2017/2018,Liverpool,England-Premier-League,EPL,29,2125,6,2,4,6.99
2955,Dejan Lovren,2016/2017,Liverpool,England-Premier-League,EPL,29,2555,8,1,7,7.13
2956,Dejan Lovren,2015/2016,Liverpool,Europe-UEFA-Europa-League,UEL,10,900,2,1,1,7.06
2957,Dejan Lovren,2015/2016,Liverpool,England-Premier-League,EPL,24,1898,8,-,8,6.97
2958,Dejan Lovren,2014/2015,Liverpool,Europe-UEFA-Champions-League,UCL,4,360,1,-,1,7.06
2959,Dejan Lovren,2014/2015,Liverpool,Europe-UEFA-Europa-League,UEL,2,117,-,-,-,6.72
2960,Dejan Lovren,2014/2015,Liverpool,England-Premier-League,EPL,26,2036,2,1,1,6.98
2961,Dejan Lovren,2013/2014,Southampton,England-Premier-League,EPL,31,2788,4,-,4,7.32
2962,Dejan Lovren,2014,Croatia,International-FIFA-World-Cup,WC,3,270,1,1,-,6.66
2963,Dejan Lovren,2012/2013,Lyon,Europe-UEFA-Europa-League,UEL,5,450,-,-,-,6.57
2964,Dejan Lovren,2012/2013,Lyon,France-Ligue-1,FL1,18,1561,2,-,2,6.87
2965,Dejan Lovren,2011/2012,Lyon,Europe-UEFA-Champions-League,UCL,6,452,-,-,-,7.01
2966,Dejan Lovren,2011/2012,Lyon,France-Ligue-1,FL1,18,1600,3,-,3,7.05
2967,Dejan Lovren,2010/2011,Lyon,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,7.11
2968,Dejan Lovren,2010/2011,Lyon,France-Ligue-1,FL1,28,2346,3,-,3,6.94
2969,Dejan Lovren,2009/2010,Lyon,France-Ligue-1,FL1,8,682,2,-,2,7.17
2970,Cheikhou Kouyaté,2017/2018,West Ham,England-Premier-League,EPL,33,2803,16,3,13,6.8
2971,Cheikhou Kouyaté,2016/2017,West Ham,England-Premier-League,EPL,31,2728,9,1,8,7.04
2972,Cheikhou Kouyaté,2015/2016,West Ham,England-Premier-League,EPL,34,3010,21,3,18,7.26
2973,Cheikhou Kouyaté,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,3,186,-,-,-,6.27
2974,Cheikhou Kouyaté,2014/2015,West Ham,England-Premier-League,EPL,31,2662,14,3,11,7.19
2975,Cheikhou Kouyaté,2013/2014,Anderlecht,Europe-UEFA-Champions-League,UCL,6,499,-,-,-,6.54
2976,Cheikhou Kouyaté,2012/2013,Anderlecht,Europe-UEFA-Champions-League,UCL,6,529,1,-,1,6.7
2977,Idrissa Gueye,2017/2018,Everton,Europe-UEFA-Europa-League,UEL,2,107,-,-,-,6.81
2978,Idrissa Gueye,2017/2018,Everton,England-Premier-League,EPL,33,2757,16,1,15,6.95
2979,Idrissa Gueye,2016/2017,Everton,England-Premier-League,EPL,33,2688,25,2,23,7.23
2980,Idrissa Gueye,2015/2016,Aston Villa,England-Premier-League,EPL,35,3076,28,3,25,7.25
2981,Idrissa Gueye,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,3,270,6,2,4,6.84
2982,Idrissa Gueye,2014/2015,Lille,Europe-UEFA-Europa-League,UEL,6,533,5,-,5,6.98
2983,Idrissa Gueye,2014/2015,Lille,France-Ligue-1,FL1,32,2734,30,2,28,7.41
2984,Idrissa Gueye,2013/2014,Lille,France-Ligue-1,FL1,37,3330,35,4,31,7.29
2985,Idrissa Gueye,2012/2013,Lille,Europe-UEFA-Champions-League,UCL,3,270,2,1,1,7.04
2986,Idrissa Gueye,2012/2013,Lille,France-Ligue-1,FL1,29,1950,6,2,4,6.92
2987,Idrissa Gueye,2011/2012,Lille,Europe-UEFA-Champions-League,UCL,3,113,-,-,-,6.77
2988,Idrissa Gueye,2011/2012,Lille,France-Ligue-1,FL1,25,1381,10,-,10,6.69
2989,Idrissa Gueye,2010/2011,Lille,France-Ligue-1,FL1,11,357,4,1,3,6.65
2990,Cristian Gamboa,2017/2018,Celtic,Europe-UEFA-Champions-League,UCL,1,90,1,-,1,7.03
2991,Cristian Gamboa,2016/2017,Celtic,Europe-UEFA-Champions-League,UCL,2,175,-,-,-,6.04
2992,Cristian Gamboa,2015/2016,West Bromwich..,England-Premier-League,EPL,1,27,-,-,-,6.27
2993,Cristian Gamboa,2014/2015,West Bromwich..,England-Premier-League,EPL,10,237,3,-,3,6.38
2994,Cristian Gamboa,2014,Costa Rica,International-FIFA-World-Cup,WC,5,426,1,-,1,7.09
2995,Cristian Gamboa,2012/2013,Rosenborg,Europe-UEFA-Europa-League,UEL,6,540,4,1,3,6.73
2996,Bryan Oviedo,2017/2018,Sunderland,England-Championship,EC,34,2605,45,10,35,7.03
2997,Bryan Oviedo,2016/2017,Everton,England-Premier-League,EPL,6,477,3,-,3,6.66
2998,Bryan Oviedo,2016/2017,Sunderland,England-Premier-League,EPL,10,849,7,1,6,6.98
2999,Bryan Oviedo,2015/2016,Everton,England-Premier-League,EPL,14,998,13,3,10,6.87
3000,Bryan Oviedo,2014/2015,Everton,Europe-UEFA-Europa-League,UEL,2,148,3,-,3,6.7
3001,Bryan Oviedo,2014/2015,Everton,England-Premier-League,EPL,6,318,3,2,1,6.51
3002,Bryan Oviedo,2013/2014,Everton,England-Premier-League,EPL,9,718,8,3,5,7.38
3003,Bryan Oviedo,2012/2013,Everton,England-Premier-League,EPL,15,227,1,-,1,6.15
3004,David Guzmán,2018,Portland Timb..,USA-Major-League-Soccer,UMLS,3,186,6,6,-,6.7
3005,David Guzmán,2017,Portland Timb..,USA-Major-League-Soccer,UMLS,26,2119,46,19,27,7.13
3006,Marco Ureña,2018,Los Angeles F..,USA-Major-League-Soccer,UMLS,7,611,22,1,21,7.29
3007,Marco Ureña,2017,San Jose Eart..,USA-Major-League-Soccer,UMLS,26,1795,23,-,23,6.63
3008,Marco Ureña,2015/2016,FC Midtjyllan..,Europe-UEFA-Europa-League,UEL,5,142,6,1,5,6.32
3009,Marco Ureña,2013/2014,Kuban Krasnod..,Russia-Premier-League,RPL,5,86,3,-,3,6.08
3010,Marco Ureña,2014,Costa Rica,International-FIFA-World-Cup,WC,4,72,1,-,1,6.25
3011,Jonas Hector,2017/2018,FC Cologne,Germany-Bundesliga,GB,20,1761,21,3,18,7.0
3012,Jonas Hector,2017/2018,FC Cologne,Europe-UEFA-Europa-League,UEL,1,35,-,-,-,6.5
3013,Jonas Hector,2016/2017,FC Cologne,Germany-Bundesliga,GB,33,2970,37,10,27,7.26
3014,Jonas Hector,2015/2016,FC Cologne,Germany-Bundesliga,GB,32,2859,57,11,46,7.33
3015,Jonas Hector,2014/2015,FC Cologne,Germany-Bundesliga,GB,33,2970,29,7,22,7.4
3016,Jonas Hector,2016,Germany,International-European-Championship,UEC,6,540,6,-,6,7.03
3017,Sebastian Rudy,2017/2018,Bayern Munich,Germany-Bundesliga,GB,25,1509,20,7,13,6.84
3018,Sebastian Rudy,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,5,346,4,2,2,6.8
3019,Sebastian Rudy,2016/2017,Hoffenheim,Germany-Bundesliga,GB,32,2789,63,32,31,7.43
3020,Sebastian Rudy,2015/2016,Hoffenheim,Germany-Bundesliga,GB,24,1800,21,3,18,6.75
3021,Sebastian Rudy,2014/2015,Hoffenheim,Germany-Bundesliga,GB,29,2244,45,22,23,7.07
3022,Sebastian Rudy,2013/2014,Hoffenheim,Germany-Bundesliga,GB,27,2243,35,13,22,7.13
3023,Sebastian Rudy,2013,Germany U21,International-EURO-U-21,IEU,3,217,2,-,2,7.19
3024,Sebastian Rudy,2012/2013,Hoffenheim,Germany-Bundesliga,GB,23,1768,24,15,9,6.94
3025,Sebastian Rudy,2011/2012,Hoffenheim,Germany-Bundesliga,GB,28,2340,36,22,14,7.05
3026,Sebastian Rudy,2010/2011,Hoffenheim,Germany-Bundesliga,GB,32,2460,29,5,24,7.05
3027,Sebastian Rudy,2009/2010,VfB Stuttgart,Germany-Bundesliga,GB,13,587,10,4,6,6.51
3028,Sebastian Rudy,2009/2010,VfB Stuttgart,Europe-UEFA-Champions-League,UCL,3,170,5,2,3,7.46
3029,Kim Young-gwon,2018,Guangzhou Eve..,China-Super-league,CSl,5,450,3,2,1,6.52
3030,Kim Young-gwon,2017,Guangzhou Eve..,China-Super-league,CSl,4,360,1,1,-,6.39
3031,Kim Young-gwon,2016,Guangzhou Eve..,China-Super-league,CSl,15,1277,5,3,2,6.96
3032,Kim Young-gwon,2014,South Korea,International-FIFA-World-Cup,WC,3,270,-,-,-,6.78
3033,Jung Woo-young,2017,Chongqing Lif..,China-Super-league,CSl,21,1876,35,19,16,7.15
3034,Jung Woo-young,2016,Chongqing Lif..,China-Super-league,CSl,30,2700,18,5,13,6.73
3035,Robin Olsen,2017/2018,FC Copenhagen,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,6.9
3036,Robin Olsen,2016/2017,FC Copenhagen,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,6.93
3037,Robin Olsen,2016/2017,FC Copenhagen,Europe-UEFA-Europa-League,UEL,4,360,-,-,-,7.08
3038,Robin Olsen,2015/2016,PAOK Thessalo..,Europe-UEFA-Europa-League,UEL,2,180,2,2,-,6.93
3039,Robin Olsen,2014/2015,Malmoe FF,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,6.98
3040,Albin Ekdal,2017/2018,Hamburger SV,Germany-Bundesliga,GB,19,1109,7,1,6,6.61
3041,Albin Ekdal,2016/2017,Hamburger SV,Germany-Bundesliga,GB,21,1246,2,-,2,6.54
3042,Albin Ekdal,2015/2016,Hamburger SV,Germany-Bundesliga,GB,14,1143,4,-,4,6.97
3043,Albin Ekdal,2014/2015,Cagliari,Italy-Serie-A,ISA,33,2692,31,1,30,7.16
3044,Albin Ekdal,2016,Sweden,International-European-Championship,UEC,3,173,1,-,1,6.38
3045,Albin Ekdal,2013/2014,Cagliari,Italy-Serie-A,ISA,22,1669,17,2,15,6.71
3046,Albin Ekdal,2012/2013,Cagliari,Italy-Serie-A,ISA,31,2350,14,-,14,6.97
3047,Albin Ekdal,2011/2012,Cagliari,Italy-Serie-A,ISA,30,1996,19,2,17,7.03
3048,Albin Ekdal,2010/2011,Bologna,Italy-Serie-A,ISA,23,1564,18,-,18,6.6
3049,Albin Ekdal,2009/2010,Robur Siena,Italy-Serie-A,ISA,26,1706,20,2,18,6.8
3050,Karl-Johan Johnsson,2017/2018,Guingamp,France-Ligue-1,FL1,38,3420,2,2,-,6.68
3051,Karl-Johan Johnsson,2016/2017,Guingamp,France-Ligue-1,FL1,37,3279,3,3,-,6.63
3052,Karl-Johan Johnsson,2013/2014,NEC Nijmegen,Netherlands-Eredivisie,NE,29,2528,1,1,-,6.66
3053,Kristoffer Nordfeldt,2016/2017,Swansea,England-Premier-League,EPL,1,90,-,-,-,6.29
3054,Kristoffer Nordfeldt,2015/2016,Swansea,England-Premier-League,EPL,1,90,-,-,-,6.88
3055,Kristoffer Nordfeldt,2014/2015,SC Heerenveen,Netherlands-Eredivisie,NE,38,3420,1,1,-,6.9
3056,Kristoffer Nordfeldt,2013/2014,SC Heerenveen,Netherlands-Eredivisie,NE,35,3146,3,3,-,6.89
3057,Nacer Chadli,2017/2018,West Bromwich..,England-Premier-League,EPL,5,216,2,-,2,6.32
3058,Nacer Chadli,2016/2017,West Bromwich..,England-Premier-League,EPL,31,2150,33,5,28,6.68
3059,Nacer Chadli,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,6,415,3,-,3,6.49
3060,Nacer Chadli,2015/2016,Tottenham,England-Premier-League,EPL,29,938,24,3,21,6.39
3061,Nacer Chadli,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,4,232,4,-,4,6.16
3062,Nacer Chadli,2014/2015,Tottenham,England-Premier-League,EPL,35,2417,41,2,39,6.9
3063,Nacer Chadli,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,5,371,7,1,6,7.24
3064,Nacer Chadli,2013/2014,Tottenham,England-Premier-League,EPL,24,1455,31,7,24,6.7
3065,Nacer Chadli,2014,Belgium,International-FIFA-World-Cup,WC,3,93,-,-,-,6.45
3066,Nacer Chadli,2012/2013,Twente,Europe-UEFA-Europa-League,UEL,4,318,6,-,6,7.25
3067,Nacer Chadli,2010/2011,Twente,Europe-UEFA-Champions-League,UCL,6,507,9,2,7,7.33
3068,Fabian Delph,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,383,3,-,3,7.04
3069,Fabian Delph,2017/2018,Manchester Ci..,England-Premier-League,EPL,22,1746,11,3,8,7.16
3070,Fabian Delph,2016/2017,Manchester Ci..,England-Premier-League,EPL,7,220,2,-,2,6.56
3071,Fabian Delph,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,116,1,-,1,6.16
3072,Fabian Delph,2015/2016,Manchester Ci..,England-Premier-League,EPL,17,756,2,-,2,6.75
3073,Fabian Delph,2014/2015,Aston Villa,England-Premier-League,EPL,28,2434,36,9,27,7.08
3074,Fabian Delph,2013/2014,Aston Villa,England-Premier-League,EPL,34,3003,28,6,22,7.12
3075,Fabian Delph,2012/2013,Aston Villa,England-Premier-League,EPL,24,1703,14,4,10,6.88
3076,Fabian Delph,2011/2012,Aston Villa,England-Premier-League,EPL,11,855,8,3,5,6.66
3077,Fabian Delph,2010/2011,Aston Villa,England-Premier-League,EPL,7,415,4,-,4,6.63
3078,Fabian Delph,2009/2010,Aston Villa,England-Premier-League,EPL,8,292,1,-,1,6.44
3079,Aníbal Godoy,2018,San Jose Eart..,USA-Major-League-Soccer,UMLS,12,1080,5,-,5,7.14
3080,Aníbal Godoy,2017,San Jose Eart..,USA-Major-League-Soccer,UMLS,27,2224,19,6,13,6.9
3081,Aníbal Godoy,2016,San Jose Eart..,USA-Major-League-Soccer,UMLS,23,1941,21,7,14,6.98
3082,Aníbal Godoy,2015,San Jose Eart..,USA-Major-League-Soccer,UMLS,10,894,6,1,5,7.24
3083,Rami Bedoui,2015,Tunisia,,ACoN,1,90,-,-,-,7.7
3084,Ali Maâloul,2015,Tunisia,,ACoN,4,360,5,-,5,6.79
3085,Bernardo Espinosa,2017/2018,Girona,Spain-La-Liga,SLL,34,2869,7,1,6,6.86
3086,Bernardo Espinosa,2016/2017,Middlesbrough,England-Premier-League,EPL,11,975,-,-,-,6.83
3087,Bernardo Espinosa,2015/2016,Sporting Gijo..,Spain-La-Liga,SLL,16,1338,5,-,5,7.09
3088,Bernardo Espinosa,2011/2012,Racing Santan..,Spain-La-Liga,SLL,25,2206,3,-,3,6.93
3089,Bernardo Espinosa,2010/2011,Sevilla,Spain-La-Liga,SLL,1,90,-,-,-,6.12
3090,Hiroki Sakai,2017/2018,Marseille,Europe-UEFA-Europa-League,UEL,10,765,4,-,4,7.26
3091,Hiroki Sakai,2017/2018,Marseille,France-Ligue-1,FL1,33,2523,14,1,13,6.89
3092,Hiroki Sakai,2016/2017,Marseille,France-Ligue-1,FL1,35,3014,28,4,24,7.13
3093,Hiroki Sakai,2015/2016,Hannover 96,Germany-Bundesliga,GB,26,2295,12,1,11,6.76
3094,Hiroki Sakai,2014/2015,Hannover 96,Germany-Bundesliga,GB,27,2324,22,3,19,6.92
3095,Hiroki Sakai,2013/2014,Hannover 96,Germany-Bundesliga,GB,26,2264,10,6,4,7.12
3096,Hiroki Sakai,2013,Japan,International-Confederations-Cup,ICC,2,77,-,-,-,6.0
3097,Hiroki Sakai,2012/2013,Hannover 96,Germany-Bundesliga,GB,13,721,4,1,3,6.46
3098,Hiroki Sakai,2012/2013,Hannover 96,Europe-UEFA-Europa-League,UEL,2,173,-,-,-,6.64
3099,Yuya Osako,2017/2018,FC Cologne,Germany-Bundesliga,GB,25,1906,24,2,22,6.51
3100,Yuya Osako,2017/2018,FC Cologne,Europe-UEFA-Europa-League,UEL,6,357,7,-,7,6.71
3101,Yuya Osako,2016/2017,FC Cologne,Germany-Bundesliga,GB,30,2377,33,1,32,7.03
3102,Yuya Osako,2015/2016,FC Cologne,Germany-Bundesliga,GB,25,1346,21,1,20,6.56
3103,Yuya Osako,2014/2015,FC Cologne,Germany-Bundesliga,GB,28,1522,12,-,12,6.6
3104,Yuya Osako,2014,Japan,International-FIFA-World-Cup,WC,2,124,-,-,-,6.52
3105,Grzegorz Krychowiak,2017/2018,West Bromwich..,England-Premier-League,EPL,27,1643,13,2,11,6.62
3106,Grzegorz Krychowiak,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,6,209,-,-,-,6.02
3107,Grzegorz Krychowiak,2016/2017,Paris Saint G..,France-Ligue-1,FL1,11,659,3,-,3,6.87
3108,Grzegorz Krychowiak,2015/2016,Sevilla,Spain-La-Liga,SLL,26,2271,6,1,5,7.23
3109,Grzegorz Krychowiak,2015/2016,Sevilla,Europe-UEFA-Europa-League,UEL,6,479,4,-,4,7.43
3110,Grzegorz Krychowiak,2015/2016,Sevilla,Europe-UEFA-Champions-League,UCL,6,540,2,-,2,7.8
3111,Grzegorz Krychowiak,2014/2015,Sevilla,Spain-La-Liga,SLL,32,2717,5,-,5,7.33
3112,Grzegorz Krychowiak,2014/2015,Sevilla,Europe-UEFA-Europa-League,UEL,13,1140,8,2,6,7.75
3113,Grzegorz Krychowiak,2016,Poland,International-European-Championship,UEC,5,450,4,-,4,7.26
3114,Grzegorz Krychowiak,2013/2014,Reims,France-Ligue-1,FL1,35,2830,21,2,19,7.34
3115,Grzegorz Krychowiak,2012/2013,Reims,France-Ligue-1,FL1,35,3061,14,2,12,7.28
3116,Grzegorz Krychowiak,2011/2012,Bordeaux,France-Ligue-1,FL1,2,91,2,-,2,6.26
3117,Maciej Rybus,2017/2018,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,6,495,-,-,-,6.7
3118,Maciej Rybus,2017/2018,Lokomotiv Mos..,Russia-Premier-League,RPL,20,1492,9,-,9,6.7
3119,Maciej Rybus,2016/2017,Lyon,Europe-UEFA-Champions-League,UCL,4,252,9,4,5,7.06
3120,Maciej Rybus,2016/2017,Lyon,France-Ligue-1,FL1,18,1147,12,3,9,6.75
3121,Maciej Rybus,2016/2017,Lyon,Europe-UEFA-Europa-League,UEL,2,106,1,-,1,6.85
3122,Maciej Rybus,2015/2016,FK Akhmat,Russia-Premier-League,RPL,28,2010,31,10,21,7.01
3123,Maciej Rybus,2014/2015,FK Akhmat,Russia-Premier-League,RPL,27,2319,44,11,33,6.96
3124,Maciej Rybus,2013/2014,FK Akhmat,Russia-Premier-League,RPL,16,1188,36,14,22,7.02
3125,Maciej Rybus,2012,Poland,International-European-Championship,UEC,1,70,1,-,1,6.45
3126,Lamine Gassama,2017/2018,Alanyaspor,Turkey-Super-Lig,TS,31,2675,20,3,17,6.86
3127,Lamine Gassama,2016/2017,Alanyaspor,Turkey-Super-Lig,TS,29,2504,11,2,9,6.8
3128,Lamine Gassama,2015/2016,Lorient,France-Ligue-1,FL1,31,2709,12,3,9,6.79
3129,Lamine Gassama,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,2,135,1,1,-,7.12
3130,Lamine Gassama,2014/2015,Lorient,France-Ligue-1,FL1,31,2701,15,6,9,6.91
3131,Lamine Gassama,2013/2014,Lorient,France-Ligue-1,FL1,24,2045,10,5,5,6.7
3132,Lamine Gassama,2012/2013,Lorient,France-Ligue-1,FL1,16,1396,6,2,4,6.84
