,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,TotalTackles,DribbledPast,TotalAttemptedTackles,Rating
762,Josip Drmić,2014,Switzerland,International-FIFA-World-Cup,WC,4,252,-,-,-,6.91
763,Mario Gavranović,2017/2018,Rijeka,Europe-UEFA-Europa-League,UEL,4,311,5,3,8,7.24
764,Mario Gavranović,2011/2012,Mainz 05,Germany-Bundesliga,GB,5,137,-,1,1,6.06
765,Mario Gavranović,2010/2011,Schalke 04,Germany-Bundesliga,GB,8,307,1,3,4,6.18
766,Mario Gavranović,2010/2011,Schalke 04,Europe-UEFA-Champions-League,UCL,1,90,2,1,3,9.07
767,Mario Gavranović,2009/2010,Schalke 04,Germany-Bundesliga,GB,2,76,1,-,1,6.42
768,Rafael Márquez,2015/2016,Verona,Italy-Serie-A,ISA,9,759,9,4,13,6.53
769,Rafael Márquez,2015,Mexico,International-Copa-America,ICA,1,64,-,-,-,7.15
770,Rafael Márquez,2014/2015,Verona,Italy-Serie-A,ISA,26,2218,51,14,65,6.79
771,Rafael Márquez,2014,Mexico,International-FIFA-World-Cup,WC,4,360,6,3,9,7.38
772,Rafael Márquez,2009/2010,Barcelona,Spain-La-Liga,SLL,15,763,13,5,18,6.64
773,Rafael Márquez,2009/2010,Barcelona,Europe-UEFA-Champions-League,UCL,3,172,6,-,6,6.38
774,Tim Cahill,2017/2018,Millwall,England-Championship,EC,10,65,2,7,9,6.0
775,Tim Cahill,2016,Zhejiang Gree..,China-Super-league,CSl,17,1372,24,9,33,6.96
776,Tim Cahill,2014,New York Red ..,USA-Major-League-Soccer,UMLS,28,1753,29,9,38,6.68
777,Tim Cahill,2014,Australia,International-FIFA-World-Cup,WC,2,158,-,-,-,7.28
778,Tim Cahill,2013,New York Red ..,USA-Major-League-Soccer,UMLS,29,2426,63,13,76,7.63
779,Tim Cahill,2011/2012,Everton,England-Premier-League,EPL,35,2353,44,11,55,6.54
780,Tim Cahill,2010/2011,Everton,England-Premier-League,EPL,27,2016,31,15,46,6.99
781,Tim Cahill,2009/2010,Everton,England-Premier-League,EPL,33,2870,50,21,71,7.26
782,Sergei Ignashevich,2017/2018,CSKA Moscow,Europe-UEFA-Europa-League,UEL,5,450,5,3,8,6.92
783,Sergei Ignashevich,2017/2018,CSKA Moscow,Europe-UEFA-Champions-League,UCL,4,316,5,3,8,6.7
784,Sergei Ignashevich,2017/2018,CSKA Moscow,Russia-Premier-League,RPL,25,2073,24,7,31,7.11
785,Sergei Ignashevich,2016/2017,CSKA Moscow,Russia-Premier-League,RPL,24,1970,33,10,43,7.22
786,Sergei Ignashevich,2016/2017,CSKA Moscow,Europe-UEFA-Champions-League,UCL,4,360,2,-,2,6.82
787,Sergei Ignashevich,2015/2016,CSKA Moscow,Russia-Premier-League,RPL,25,2161,26,8,34,7.06
788,Sergei Ignashevich,2015/2016,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,496,7,-,7,6.72
789,Sergei Ignashevich,2014/2015,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,540,8,5,13,6.64
790,Sergei Ignashevich,2014/2015,CSKA Moscow,Russia-Premier-League,RPL,30,2700,48,16,64,7.1
791,Sergei Ignashevich,2016,Russia,International-European-Championship,UEC,3,270,1,2,3,6.36
792,Sergei Ignashevich,2013/2014,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,540,7,3,10,6.2
793,Sergei Ignashevich,2013/2014,CSKA Moscow,Russia-Premier-League,RPL,30,2700,45,8,53,7.22
794,Sergei Ignashevich,2014,Russia,International-FIFA-World-Cup,WC,3,270,9,2,11,7.41
795,Sergei Ignashevich,2012,Russia,International-European-Championship,UEC,3,270,6,1,7,6.85
796,Sergei Ignashevich,2011/2012,CSKA Moscow,Europe-UEFA-Champions-League,UCL,8,704,6,2,8,6.77
797,Sergei Ignashevich,2009/2010,CSKA Moscow,Europe-UEFA-Champions-League,UCL,9,810,15,5,20,7.22
798,Blas Pérez,2016,Vancouver Whi..,USA-Major-League-Soccer,UMLS,22,755,8,7,15,6.37
799,Blas Pérez,2015,FC Dallas,USA-Major-League-Soccer,UMLS,26,1339,9,11,20,6.65
800,Blas Pérez,2014,FC Dallas,USA-Major-League-Soccer,UMLS,32,2305,29,12,41,7.05
801,Blas Pérez,2013,FC Dallas,USA-Major-League-Soccer,UMLS,25,2020,14,6,20,7.12
802,Beto,2017/2018,Goztepe,Turkey-Super-Lig,TS,30,2656,3,2,5,6.91
803,Beto,2016/2017,Sporting CP,Portugal-Liga-NOS,PLN,3,270,-,-,-,7.18
804,Beto,2015/2016,Sevilla,Spain-La-Liga,SLL,4,360,-,-,-,6.58
805,Beto,2014/2015,Sevilla,Spain-La-Liga,SLL,18,1449,-,1,1,6.45
806,Beto,2014/2015,Sevilla,Europe-UEFA-Europa-League,UEL,5,406,1,-,1,6.47
807,Beto,2013/2014,Sevilla,Spain-La-Liga,SLL,33,2927,-,1,1,6.76
808,Beto,2013/2014,Sevilla,Europe-UEFA-Europa-League,UEL,7,630,-,-,-,6.88
809,Beto,2014,Portugal,International-FIFA-World-Cup,WC,2,179,-,-,-,6.72
810,Beto,2012/2013,Sevilla,Spain-La-Liga,SLL,14,1260,-,-,-,6.83
811,Beto,2012/2013,Braga,Europe-UEFA-Champions-League,UCL,5,450,-,1,1,6.33
812,Beto,2009/2010,FC Porto,Europe-UEFA-Champions-League,UCL,1,90,-,-,-,6.07
813,Bruno Alves,2016/2017,Cagliari,Italy-Serie-A,ISA,36,3240,23,10,33,6.72
814,Bruno Alves,2015/2016,Fenerbahce,Turkey-Super-Lig,TS,26,2340,17,3,20,7.06
815,Bruno Alves,2015/2016,Fenerbahce,Europe-UEFA-Europa-League,UEL,9,810,7,2,9,6.89
816,Bruno Alves,2014/2015,Fenerbahce,Turkey-Super-Lig,TS,24,1973,20,1,21,6.86
817,Bruno Alves,2016,Portugal,International-European-Championship,UEC,1,90,1,-,1,6.92
818,Bruno Alves,2014,Portugal,International-FIFA-World-Cup,WC,3,270,6,2,8,6.76
819,Bruno Alves,2012/2013,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,1,73,2,-,2,7.74
820,Bruno Alves,2012/2013,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,305,4,-,4,6.6
821,Bruno Alves,2012,Portugal,International-European-Championship,UEC,5,450,1,-,1,6.46
822,Bruno Alves,2011/2012,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,301,5,2,7,6.32
823,Bruno Alves,2009/2010,FC Porto,Europe-UEFA-Champions-League,UCL,7,630,9,1,10,7.11
824,Brad Jones,2017/2018,Feyenoord,Europe-UEFA-Champions-League,UCL,5,450,-,1,1,5.95
825,Brad Jones,2017/2018,Feyenoord,Netherlands-Eredivisie,NE,31,2790,1,1,2,6.6
826,Brad Jones,2016/2017,Feyenoord,Netherlands-Eredivisie,NE,32,2880,-,4,4,6.88
827,Brad Jones,2016/2017,Feyenoord,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,6.62
828,Brad Jones,2015/2016,NEC Nijmegen,Netherlands-Eredivisie,NE,17,1530,-,4,4,7.16
829,Brad Jones,2014/2015,Liverpool,England-Premier-League,EPL,3,196,-,-,-,6.2
830,Brad Jones,2012/2013,Liverpool,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,6.54
831,Brad Jones,2012/2013,Liverpool,England-Premier-League,EPL,7,630,-,-,-,6.69
832,Brad Jones,2011/2012,Liverpool,England-Premier-League,EPL,1,64,-,-,-,7.55
833,Willy Caballero,2017/2018,Chelsea,England-Premier-League,EPL,3,270,-,-,-,6.65
834,Willy Caballero,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,393,-,-,-,6.59
835,Willy Caballero,2016/2017,Manchester Ci..,England-Premier-League,EPL,17,1451,1,-,1,6.69
836,Willy Caballero,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,1,9,-,-,-,6.01
837,Willy Caballero,2015/2016,Manchester Ci..,England-Premier-League,EPL,4,310,-,1,1,6.76
838,Willy Caballero,2014/2015,Manchester Ci..,England-Premier-League,EPL,2,180,-,-,-,6.62
839,Willy Caballero,2013/2014,Malaga,Spain-La-Liga,SLL,38,3420,-,1,1,6.94
840,Willy Caballero,2012/2013,Malaga,Spain-La-Liga,SLL,36,3194,4,4,8,6.87
841,Willy Caballero,2012/2013,Malaga,Europe-UEFA-Champions-League,UCL,9,810,1,2,3,7.1
842,Willy Caballero,2011/2012,Malaga,Spain-La-Liga,SLL,28,2403,-,2,2,6.7
843,Willy Caballero,2010/2011,Malaga,Spain-La-Liga,SLL,15,1347,-,1,1,7.16
844,Jaime Penedo,2015,LA Galaxy,USA-Major-League-Soccer,UMLS,16,1440,1,1,2,6.99
845,Jaime Penedo,2014,LA Galaxy,USA-Major-League-Soccer,UMLS,34,3060,1,2,3,6.83
846,Jaime Penedo,2013,LA Galaxy,USA-Major-League-Soccer,UMLS,11,990,-,1,1,6.87
847,Martín Silva,2018,Vasco da Gama,Brazil-Brasileirão,BSA,5,450,-,-,-,6.22
848,Martín Silva,2017,Vasco da Gama,Brazil-Brasileirão,BSA,35,3150,1,4,5,6.58
849,Martín Silva,2015,Vasco da Gama,Brazil-Brasileirão,BSA,21,1846,1,-,1,6.86
850,Martín Silva,2013,Uruguay,International-Confederations-Cup,ICC,1,90,-,-,-,7.27
851,Pepe,2017/2018,Besiktas,Turkey-Super-Lig,TS,23,2041,25,13,38,7.11
852,Pepe,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,6,540,16,4,20,7.25
853,Pepe,2016/2017,Real Madrid,Spain-La-Liga,SLL,13,1081,16,6,22,7.22
854,Pepe,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,3,199,6,-,6,6.71
855,Pepe,2015/2016,Real Madrid,Spain-La-Liga,SLL,21,1887,33,9,42,7.27
856,Pepe,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,9,728,12,2,14,7.12
857,Pepe,2014/2015,Real Madrid,Spain-La-Liga,SLL,27,2225,45,15,60,7.2
858,Pepe,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,6,540,10,1,11,7.5
859,Pepe,2016,Portugal,International-European-Championship,UEC,6,540,5,7,12,6.84
860,Pepe,2013/2014,Real Madrid,Spain-La-Liga,SLL,30,2700,45,10,55,7.42
861,Pepe,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,11,973,23,6,29,7.53
862,Pepe,2014,Portugal,International-FIFA-World-Cup,WC,2,127,4,1,5,6.16
863,Pepe,2012/2013,Real Madrid,Spain-La-Liga,SLL,28,2345,51,11,62,7.04
864,Pepe,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,11,726,18,7,25,6.51
865,Pepe,2012,Portugal,International-European-Championship,UEC,5,450,9,1,10,7.39
866,Pepe,2011/2012,Real Madrid,Spain-La-Liga,SLL,29,2550,69,25,94,7.21
867,Pepe,2011/2012,Real Madrid,Europe-UEFA-Champions-League,UCL,9,810,17,4,21,7.11
868,Pepe,2010/2011,Real Madrid,Spain-La-Liga,SLL,26,2225,69,15,84,7.32
869,Pepe,2010/2011,Real Madrid,Europe-UEFA-Champions-League,UCL,8,681,14,5,19,6.89
870,Pepe,2009/2010,Real Madrid,Spain-La-Liga,SLL,10,856,30,9,39,7.47
871,Pepe,2009/2010,Real Madrid,Europe-UEFA-Champions-League,UCL,6,540,15,4,19,7.29
872,Michael Krohn-Dehli,2017/2018,Deportivo La ..,Spain-La-Liga,SLL,11,734,12,13,25,6.24
873,Michael Krohn-Dehli,2017/2018,Sevilla,Spain-La-Liga,SLL,13,533,13,5,18,6.46
874,Michael Krohn-Dehli,2017/2018,Sevilla,Europe-UEFA-Champions-League,UCL,3,140,-,1,1,6.25
875,Michael Krohn-Dehli,2016/2017,Sevilla,Spain-La-Liga,SLL,2,172,2,3,5,6.61
876,Michael Krohn-Dehli,2015/2016,Sevilla,Spain-La-Liga,SLL,27,1658,26,11,37,6.7
877,Michael Krohn-Dehli,2015/2016,Sevilla,Europe-UEFA-Europa-League,UEL,7,382,4,1,5,6.69
878,Michael Krohn-Dehli,2015/2016,Sevilla,Europe-UEFA-Champions-League,UCL,6,259,9,7,16,6.52
879,Michael Krohn-Dehli,2014/2015,Celta Vigo,Spain-La-Liga,SLL,36,3105,53,36,89,6.93
880,Michael Krohn-Dehli,2013/2014,Celta Vigo,Spain-La-Liga,SLL,31,1949,44,13,57,6.68
881,Michael Krohn-Dehli,2012/2013,Celta Vigo,Spain-La-Liga,SLL,34,2823,25,19,44,6.7
882,Michael Krohn-Dehli,2012,Denmark,International-European-Championship,UEC,3,270,7,2,9,7.49
883,Kári Árnason,2016,Malmoe FF,Sweden-Allsvenskan,SA,23,2019,21,6,27,7.38
884,Kári Árnason,2015/2016,Malmoe FF,Europe-UEFA-Champions-League,UCL,5,449,8,4,12,5.91
885,Kári Árnason,2014/2015,Rotherham,England-Championship,EC,43,3793,102,22,124,7.16
886,Kári Árnason,2016,Iceland,International-European-Championship,UEC,5,406,5,3,8,6.87
887,Ólafur Ingi Skúlason,2017/2018,Karabukspor,Turkey-Super-Lig,TS,16,1128,22,15,37,6.28
888,Ólafur Ingi Skúlason,2016/2017,Karabukspor,Turkey-Super-Lig,TS,25,1650,16,21,37,6.4
889,Ólafur Ingi Skúlason,2015/2016,Genclerbirlig..,Turkey-Super-Lig,TS,25,1882,36,11,47,6.65
890,Ólafur Ingi Skúlason,2013/2014,Zulte-Waregem,Europe-UEFA-Europa-League,UEL,4,350,5,8,13,6.41
891,Eiji Kawashima,2017/2018,Metz,France-Ligue-1,FL1,29,2570,1,2,3,6.61
892,Eiji Kawashima,2016/2017,Metz,France-Ligue-1,FL1,5,450,-,-,-,7.03
893,Eiji Kawashima,2014/2015,Standard Lieg..,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,6.56
894,Eiji Kawashima,2013/2014,Standard Lieg..,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,6.56
895,Eiji Kawashima,2014,Japan,International-FIFA-World-Cup,WC,3,270,-,-,-,6.58
896,Eiji Kawashima,2013,Japan,International-Confederations-Cup,ICC,3,270,-,-,-,7.13
897,Andrés Iniesta,2017/2018,Barcelona,Spain-La-Liga,SLL,30,1843,28,25,53,6.91
898,Andrés Iniesta,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,8,624,11,9,20,7.15
899,Andrés Iniesta,2016/2017,Barcelona,Spain-La-Liga,SLL,23,1332,30,15,45,6.93
900,Andrés Iniesta,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,8,594,14,11,25,6.92
901,Andrés Iniesta,2015/2016,Barcelona,Spain-La-Liga,SLL,28,2248,57,23,80,7.24
902,Andrés Iniesta,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,7,553,12,5,17,7.12
903,Andrés Iniesta,2014/2015,Barcelona,Spain-La-Liga,SLL,24,1590,38,7,45,6.96
904,Andrés Iniesta,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,11,787,21,9,30,7.34
905,Andrés Iniesta,2016,Spain,International-European-Championship,UEC,4,360,2,3,5,7.35
906,Andrés Iniesta,2013/2014,Barcelona,Spain-La-Liga,SLL,35,2487,49,11,60,7.34
907,Andrés Iniesta,2013/2014,Barcelona,Europe-UEFA-Champions-League,UCL,9,779,9,5,14,7.66
908,Andrés Iniesta,2014,Spain,International-FIFA-World-Cup,WC,3,270,7,3,10,7.15
909,Andrés Iniesta,2013,Spain,International-Confederations-Cup,ICC,5,374,2,3,5,7.44
910,Andrés Iniesta,2012/2013,Barcelona,Spain-La-Liga,SLL,31,2096,33,15,48,7.41
911,Andrés Iniesta,2012/2013,Barcelona,Europe-UEFA-Champions-League,UCL,10,804,19,9,28,7.26
912,Andrés Iniesta,2012,Spain,International-European-Championship,UEC,6,521,7,2,9,7.27
913,Andrés Iniesta,2011/2012,Barcelona,Spain-La-Liga,SLL,27,1867,31,16,47,7.43
914,Andrés Iniesta,2011/2012,Barcelona,Europe-UEFA-Champions-League,UCL,8,575,7,2,9,7.18
915,Andrés Iniesta,2010/2011,Barcelona,Spain-La-Liga,SLL,34,2799,50,15,65,7.72
916,Andrés Iniesta,2010/2011,Barcelona,Europe-UEFA-Champions-League,UCL,10,899,11,8,19,7.85
917,Andrés Iniesta,2009/2010,Barcelona,Spain-La-Liga,SLL,29,1928,44,10,54,7.33
918,Andrés Iniesta,2009/2010,Barcelona,Europe-UEFA-Champions-League,UCL,8,504,5,2,7,6.94
919,Javier Mascherano,2018,Hebei CFFC,China-Super-league,CSl,10,900,30,17,47,7.03
920,Javier Mascherano,2017/2018,Barcelona,Spain-La-Liga,SLL,7,541,15,1,16,7.18
921,Javier Mascherano,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,2,135,2,2,4,6.6
922,Javier Mascherano,2016/2017,Barcelona,Spain-La-Liga,SLL,25,1917,56,19,75,6.83
923,Javier Mascherano,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,8,642,26,10,36,7.17
924,Javier Mascherano,2015/2016,Barcelona,Spain-La-Liga,SLL,32,2694,82,19,101,7.01
925,Javier Mascherano,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,8,655,18,7,25,7.18
926,Javier Mascherano,2015,Argentina,International-Copa-America,ICA,6,527,8,5,13,6.85
927,Javier Mascherano,2014/2015,Barcelona,Spain-La-Liga,SLL,28,2208,80,17,97,7.12
928,Javier Mascherano,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,12,1079,35,18,53,7.14
929,Javier Mascherano,2013/2014,Barcelona,Spain-La-Liga,SLL,28,2367,79,24,103,7.14
930,Javier Mascherano,2013/2014,Barcelona,Europe-UEFA-Champions-League,UCL,9,810,37,4,41,7.15
931,Javier Mascherano,2014,Argentina,International-FIFA-World-Cup,WC,7,630,28,8,36,7.42
932,Javier Mascherano,2012/2013,Barcelona,Spain-La-Liga,SLL,25,1931,59,16,75,6.84
933,Javier Mascherano,2012/2013,Barcelona,Europe-UEFA-Champions-League,UCL,8,613,26,4,30,6.98
934,Javier Mascherano,2011/2012,Barcelona,Spain-La-Liga,SLL,31,2738,111,21,132,7.42
935,Javier Mascherano,2011/2012,Barcelona,Europe-UEFA-Champions-League,UCL,10,900,27,6,33,7.06
936,Javier Mascherano,2010/2011,Barcelona,Spain-La-Liga,SLL,27,1538,78,22,100,6.96
937,Javier Mascherano,2010/2011,Barcelona,Europe-UEFA-Champions-League,UCL,11,880,41,11,52,7.3
938,Javier Mascherano,2010/2011,Liverpool,England-Premier-League,EPL,1,79,6,3,9,8.01
939,Javier Mascherano,2009/2010,Liverpool,Europe-UEFA-Champions-League,UCL,5,358,33,6,39,7.43
940,Javier Mascherano,2009/2010,Liverpool,England-Premier-League,EPL,34,2756,178,49,227,7.26
941,José Fonte,2018,Dalian Yifang,China-Super-league,CSl,7,621,6,3,9,6.58
942,José Fonte,2017/2018,West Ham,England-Premier-League,EPL,8,690,11,4,15,6.89
943,José Fonte,2016/2017,Southampton,England-Premier-League,EPL,17,1530,26,9,35,6.81
944,José Fonte,2016/2017,West Ham,England-Premier-League,EPL,16,1405,22,6,28,6.87
945,José Fonte,2015/2016,Southampton,England-Premier-League,EPL,37,3169,52,17,69,7.03
946,José Fonte,2014/2015,Southampton,England-Premier-League,EPL,37,3330,78,16,94,7.2
947,José Fonte,2016,Portugal,International-European-Championship,UEC,4,360,2,2,4,6.78
948,José Fonte,2013/2014,Southampton,England-Premier-League,EPL,36,3181,68,23,91,7.21
949,José Fonte,2012/2013,Southampton,England-Premier-League,EPL,27,2312,40,10,50,6.9
950,Vladimir Gabulov,2017/2018,Arsenal Tula,Russia-Premier-League,RPL,20,1800,-,1,1,6.3
951,Vladimir Gabulov,2016/2017,Arsenal Tula,Russia-Premier-League,RPL,13,1126,1,-,1,6.48
952,Vladimir Gabulov,2015/2016,Dinamo Moscow,Russia-Premier-League,RPL,23,2070,-,1,1,6.29
953,Vladimir Gabulov,2014/2015,Dinamo Moscow,Europe-UEFA-Europa-League,UEL,9,810,-,2,2,7.0
954,Vladimir Gabulov,2014/2015,Dinamo Moscow,Russia-Premier-League,RPL,22,1980,-,1,1,6.72
955,Vladimir Gabulov,2013/2014,Anzhi Makhach..,Russia-Premier-League,RPL,5,450,-,-,-,6.34
956,Vladimir Gabulov,2013/2014,Dinamo Moscow,Russia-Premier-League,RPL,19,1710,-,-,-,6.41
957,Vladimir Gabulov,2012/2013,Anzhi Makhach..,Europe-UEFA-Europa-League,UEL,9,810,-,-,-,6.86
958,Vladimir Gabulov,2011/2012,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,7.45
959,Yuri Zhirkov,2017/2018,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,4,216,8,4,12,6.65
960,Yuri Zhirkov,2017/2018,Zenit St. Pet..,Russia-Premier-League,RPL,17,964,12,4,16,6.62
961,Yuri Zhirkov,2016/2017,Zenit St. Pet..,Russia-Premier-League,RPL,21,1687,44,12,56,7.04
962,Yuri Zhirkov,2016/2017,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,436,16,1,17,6.79
963,Yuri Zhirkov,2015/2016,Zenit St. Pet..,Russia-Premier-League,RPL,9,616,12,1,13,6.83
964,Yuri Zhirkov,2015/2016,Dinamo Moscow,Russia-Premier-League,RPL,16,1359,27,5,32,6.8
965,Yuri Zhirkov,2015/2016,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,2,99,3,-,3,6.64
966,Yuri Zhirkov,2014/2015,Dinamo Moscow,Europe-UEFA-Europa-League,UEL,8,438,7,7,14,6.87
967,Yuri Zhirkov,2014/2015,Dinamo Moscow,Russia-Premier-League,RPL,24,1915,51,14,65,6.84
968,Yuri Zhirkov,2013/2014,Dinamo Moscow,Russia-Premier-League,RPL,13,757,19,1,20,7.09
969,Yuri Zhirkov,2014,Russia,International-FIFA-World-Cup,WC,1,71,-,-,-,5.84
970,Yuri Zhirkov,2012/2013,Anzhi Makhach..,Europe-UEFA-Europa-League,UEL,8,703,24,7,31,7.33
971,Yuri Zhirkov,2012,Russia,International-European-Championship,UEC,3,270,8,4,12,7.06
972,Yuri Zhirkov,2010/2011,Chelsea,Europe-UEFA-Champions-League,UCL,7,493,18,7,25,7.41
973,Yuri Zhirkov,2010/2011,Chelsea,England-Premier-League,EPL,12,606,12,3,15,6.77
974,Yuri Zhirkov,2009/2010,Chelsea,Europe-UEFA-Champions-League,UCL,4,272,13,3,16,7.01
975,Yuri Zhirkov,2009/2010,Chelsea,England-Premier-League,EPL,17,954,46,5,51,7.04
976,Pejman Montazeri,2014,Iran,,WC,3,270,2,2,4,6.58
977,Masoud Shojaei,2017/2018,AEK Athens,Europe-UEFA-Europa-League,UEL,1,90,2,-,2,7.02
978,Masoud Shojaei,2014,Iran,International-FIFA-World-Cup,WC,3,124,4,3,7,6.34
979,Masoud Shojaei,2012/2013,Osasuna,Spain-La-Liga,SLL,14,375,10,1,11,6.27
980,Masoud Shojaei,2010/2011,Osasuna,Spain-La-Liga,SLL,18,1202,28,17,45,7.12
981,Masoud Shojaei,2009/2010,Osasuna,Spain-La-Liga,SLL,36,1674,29,17,46,6.51
982,Ricardo Quaresma,2017/2018,Besiktas,Turkey-Super-Lig,TS,26,2000,27,16,43,7.51
983,Ricardo Quaresma,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,7,613,8,4,12,6.99
984,Ricardo Quaresma,2016/2017,Besiktas,Turkey-Super-Lig,TS,29,2285,26,14,40,7.29
985,Ricardo Quaresma,2016/2017,Besiktas,Europe-UEFA-Champions-League,UCL,6,520,4,5,9,6.88
986,Ricardo Quaresma,2016/2017,Besiktas,Europe-UEFA-Europa-League,UEL,5,413,1,4,5,7.08
987,Ricardo Quaresma,2015/2016,Besiktas,Turkey-Super-Lig,TS,26,1710,18,3,21,7.04
988,Ricardo Quaresma,2015/2016,Besiktas,Europe-UEFA-Europa-League,UEL,6,418,6,1,7,7.12
989,Ricardo Quaresma,2014/2015,FC Porto,Europe-UEFA-Champions-League,UCL,9,471,6,3,9,6.96
990,Ricardo Quaresma,2016,Portugal,International-European-Championship,UEC,7,196,1,-,1,6.45
991,Ricardo Quaresma,2013/2014,FC Porto,Europe-UEFA-Europa-League,UEL,6,531,6,3,9,7.92
992,Ricardo Quaresma,2009/2010,Inter,Italy-Serie-A,ISA,11,401,8,5,13,6.4
993,Ricardo Quaresma,2009/2010,Inter,Europe-UEFA-Champions-League,UCL,2,34,1,-,1,6.38
994,Alberto Rodríguez,2010/2011,Braga,,UCL,5,396,6,3,9,6.87
995,Hannes Þór Halldórsson,2016,Bodoe/Glimt,Norway-Eliteserien,NE,14,1260,-,-,-,6.82
996,Hannes Þór Halldórsson,2015/2016,NEC Nijmegen,Netherlands-Eredivisie,NE,8,720,-,1,1,6.89
997,Hannes Þór Halldórsson,2016,Iceland,International-European-Championship,UEC,5,450,-,-,-,6.56
998,Johnny Acosta,2014,Costa Rica,,WC,2,103,3,2,5,6.53
999,Christian Bolaños,2017,Vancouver Whi..,USA-Major-League-Soccer,UMLS,24,1885,26,11,37,6.73
1000,Christian Bolaños,2016,Vancouver Whi..,USA-Major-League-Soccer,UMLS,27,2116,25,13,38,6.78
1001,Christian Bolaños,2013/2014,FC Copenhagen,Europe-UEFA-Champions-League,UCL,6,314,4,2,6,6.28
1002,Christian Bolaños,2014,Costa Rica,International-FIFA-World-Cup,WC,5,383,5,4,9,6.7
1003,Christian Bolaños,2012/2013,FC Copenhagen,Europe-UEFA-Europa-League,UEL,4,192,2,2,4,6.32
1004,Christian Bolaños,2010/2011,FC Copenhagen,Europe-UEFA-Champions-League,UCL,8,551,5,6,11,6.28
1005,Oribe Peralta,2014,Mexico,,WC,4,303,1,4,5,6.84
1006,Makoto Hasebe,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,24,2090,38,12,50,6.57
1007,Makoto Hasebe,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,22,1887,33,14,47,6.97
1008,Makoto Hasebe,2015/2016,Eintracht Fra..,Germany-Bundesliga,GB,32,2674,53,36,89,6.72
1009,Makoto Hasebe,2014/2015,Eintracht Fra..,Germany-Bundesliga,GB,33,2853,97,58,155,7.06
1010,Makoto Hasebe,2013/2014,Wolfsburg,Germany-Bundesliga,GB,1,7,-,-,-,5.76
1011,Makoto Hasebe,2013/2014,Nuernberg,Germany-Bundesliga,GB,14,1260,33,31,64,7.04
1012,Makoto Hasebe,2014,Japan,International-FIFA-World-Cup,WC,3,190,-,4,4,6.71
1013,Makoto Hasebe,2013,Japan,International-Confederations-Cup,ICC,2,180,6,5,11,6.63
1014,Makoto Hasebe,2012/2013,Wolfsburg,Germany-Bundesliga,GB,23,1738,37,32,69,6.7
1015,Makoto Hasebe,2011/2012,Wolfsburg,Germany-Bundesliga,GB,23,1754,61,28,89,6.84
1016,Makoto Hasebe,2010/2011,Wolfsburg,Germany-Bundesliga,GB,23,1650,56,24,80,6.67
1017,Makoto Hasebe,2009/2010,Wolfsburg,Germany-Bundesliga,GB,24,1592,45,17,62,6.79
1018,Makoto Hasebe,2009/2010,Wolfsburg,Europe-UEFA-Champions-League,UCL,6,351,7,4,11,6.6
1019,Cristiano Ronaldo,2017/2018,Real Madrid,Spain-La-Liga,SLL,27,2293,7,5,12,7.94
1020,Cristiano Ronaldo,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,13,1170,5,3,8,8.12
1021,Cristiano Ronaldo,2016/2017,Real Madrid,Spain-La-Liga,SLL,29,2544,6,7,13,7.61
1022,Cristiano Ronaldo,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,13,1170,3,7,10,7.89
