,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Unsuccessful,Successful,Total_Dribbles,Rating
2703,Milan Badelj,2017/2018,Fiorentina,Italy-Serie-A,ISA,27,2355,14,29,43,7.12
2704,Milan Badelj,2016/2017,Fiorentina,Italy-Serie-A,ISA,33,2513,7,27,34,6.92
2705,Milan Badelj,2016/2017,Fiorentina,Europe-UEFA-Europa-League,UEL,6,514,2,14,16,7.46
2706,Milan Badelj,2015/2016,Fiorentina,Italy-Serie-A,ISA,27,2138,2,33,35,7.13
2707,Milan Badelj,2015/2016,Fiorentina,Europe-UEFA-Europa-League,UEL,7,406,8,3,11,6.61
2708,Milan Badelj,2014/2015,Fiorentina,Italy-Serie-A,ISA,21,1549,11,22,33,7.14
2709,Milan Badelj,2014/2015,Hamburger SV,Germany-Bundesliga,GB,2,180,1,1,2,7.15
2710,Milan Badelj,2014/2015,Fiorentina,Europe-UEFA-Europa-League,UEL,13,859,4,5,9,6.94
2711,Milan Badelj,2016,Croatia,International-European-Championship,UEC,4,360,-,2,2,7.09
2712,Milan Badelj,2013/2014,Hamburger SV,Germany-Bundesliga,GB,29,2411,29,98,127,7.5
2713,Milan Badelj,2012/2013,Hamburger SV,Germany-Bundesliga,GB,31,2506,26,80,106,7.49
2714,Milan Badelj,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,452,8,11,19,6.51
2715,Aron Gunnarsson,2017/2018,Cardiff,England-Championship,EC,20,1500,5,14,19,7.02
2716,Aron Gunnarsson,2016/2017,Cardiff,England-Championship,EC,40,3593,8,35,43,7.08
2717,Aron Gunnarsson,2015/2016,Cardiff,England-Championship,EC,28,1529,5,11,16,6.75
2718,Aron Gunnarsson,2014/2015,Cardiff,England-Championship,EC,45,3621,16,26,42,7.0
2719,Aron Gunnarsson,2016,Iceland,International-European-Championship,UEC,5,426,-,1,1,6.82
2720,Aron Gunnarsson,2013/2014,Cardiff,England-Premier-League,EPL,23,1540,3,9,12,6.5
2721,Fagner,2018,Corinthians,Brazil-Brasileirão,BSA,3,189,3,2,5,7.09
2722,Fagner,2017,Corinthians,Brazil-Brasileirão,BSA,31,2790,29,33,62,7.24
2723,Fagner,2016,Corinthians,Brazil-Brasileirão,BSA,33,2968,34,31,65,7.1
2724,Fagner,2015,Corinthians,Brazil-Brasileirão,BSA,26,2176,18,22,40,7.01
2725,Fagner,2014,Corinthians,Brazil-Brasileirão,BSA,35,2982,34,18,52,6.87
2726,Fagner,2013,Vasco da Gama,Brazil-Brasileirão,BSA,26,2098,26,9,35,6.81
2727,Fagner,2012/2013,Wolfsburg,Germany-Bundesliga,GB,26,2083,44,45,89,7.27
2728,Rodney Wallace,2018,New York City..,USA-Major-League-Soccer,UMLS,8,419,3,4,7,6.46
2729,Rodney Wallace,2017,New York City..,USA-Major-League-Soccer,UMLS,28,2082,12,13,25,6.92
2730,Rodney Wallace,2016,Sport Recife,Brazil-Brasileirão,BSA,24,1839,14,16,30,6.91
2731,Rodney Wallace,2015,Portland Timb..,USA-Major-League-Soccer,UMLS,37,2420,23,16,39,6.79
2732,Rodney Wallace,2014,Portland Timb..,USA-Major-League-Soccer,UMLS,17,1058,10,6,16,6.89
2733,Rodney Wallace,2013,Portland Timb..,USA-Major-League-Soccer,UMLS,31,2273,42,23,65,7.17
2734,Johan Venegas,2017,Minnesota Uni..,USA-Major-League-Soccer,UMLS,22,1229,39,20,59,6.34
2735,Johan Venegas,2016,Montreal Impa..,USA-Major-League-Soccer,UMLS,25,761,26,5,31,6.28
2736,Johan Venegas,2015,Montreal Impa..,USA-Major-League-Soccer,UMLS,14,769,11,5,16,6.39
2737,Marco Reus,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,11,935,19,13,32,7.39
2738,Marco Reus,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,4,229,5,1,6,6.13
2739,Marco Reus,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,17,1190,24,23,47,7.15
2740,Marco Reus,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,4,291,1,2,3,7.83
2741,Marco Reus,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,26,1927,31,32,63,7.2
2742,Marco Reus,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,10,744,9,10,19,7.4
2743,Marco Reus,2014/2015,Borussia Dort..,Germany-Bundesliga,GB,20,1571,32,37,69,7.54
2744,Marco Reus,2014/2015,Borussia Dort..,Europe-UEFA-Champions-League,UCL,4,341,6,5,11,7.69
2745,Marco Reus,2013/2014,Borussia Dort..,Europe-UEFA-Champions-League,UCL,9,769,12,15,27,7.62
2746,Marco Reus,2013/2014,Borussia Dort..,Germany-Bundesliga,GB,30,2221,60,81,141,7.91
2747,Marco Reus,2012/2013,Borussia Dort..,Germany-Bundesliga,GB,32,2356,59,46,105,7.61
2748,Marco Reus,2012/2013,Borussia Dort..,Europe-UEFA-Champions-League,UCL,13,1079,26,29,55,7.51
2749,Marco Reus,2012,Germany,International-European-Championship,UEC,2,125,-,1,1,7.24
2750,Marco Reus,2011/2012,Borussia M.Gl..,Germany-Bundesliga,GB,32,2782,93,94,187,7.99
2751,Marco Reus,2010/2011,Borussia M.Gl..,Germany-Bundesliga,GB,32,2857,69,52,121,7.35
2752,Marco Reus,2009/2010,Borussia M.Gl..,Germany-Bundesliga,GB,33,2471,47,42,89,7.14
2753,Nils Petersen,2017/2018,Freiburg,Germany-Bundesliga,GB,32,2240,33,28,61,6.95
2754,Nils Petersen,2016/2017,Freiburg,Germany-Bundesliga,GB,33,1233,19,13,32,6.69
2755,Nils Petersen,2015/2016,Freiburg,Germany-Bundesliga-II,GB2,32,2333,37,27,64,7.42
2756,Nils Petersen,2014/2015,Werder Bremen,Germany-Bundesliga,GB,7,222,3,1,4,6.38
2757,Nils Petersen,2014/2015,Freiburg,Germany-Bundesliga,GB,12,507,8,6,14,7.08
2758,Nils Petersen,2013/2014,Werder Bremen,Germany-Bundesliga,GB,28,1637,36,37,73,6.87
2759,Nils Petersen,2012/2013,Werder Bremen,Germany-Bundesliga,GB,34,2749,32,25,57,7.0
2760,Nils Petersen,2011/2012,Bayern Munich,Germany-Bundesliga,GB,9,228,2,1,3,6.49
2761,Nils Petersen,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,3,127,-,-,-,6.3
2762,Miguel Layún,2017/2018,Sevilla,Spain-La-Liga,SLL,16,1181,3,8,11,6.73
2763,Miguel Layún,2017/2018,FC Porto,Portugal-Liga-NOS,PLN,7,259,-,-,-,6.37
2764,Miguel Layún,2017/2018,FC Porto,Europe-UEFA-Champions-League,UCL,2,109,-,4,4,7.13
2765,Miguel Layún,2016/2017,FC Porto,Portugal-Liga-NOS,PLN,16,1079,6,4,10,7.14
2766,Miguel Layún,2016/2017,FC Porto,Europe-UEFA-Champions-League,UCL,6,432,5,5,10,6.76
2767,Miguel Layún,2015/2016,FC Porto,Europe-UEFA-Europa-League,UEL,2,180,-,2,2,6.65
2768,Miguel Layún,2015/2016,FC Porto,Europe-UEFA-Champions-League,UCL,6,460,3,14,17,7.59
2769,Miguel Layún,2015/2016,Watford,England-Premier-League,EPL,3,132,2,1,3,6.66
2770,Miguel Layún,2014/2015,Watford,England-Championship,EC,17,1169,5,4,9,6.49
2771,Miguel Layún,2014,Mexico,International-FIFA-World-Cup,WC,4,360,4,4,8,6.77
2772,Miguel Layún,2009/2010,Atalanta,Italy-Serie-A,ISA,2,31,1,1,2,6.51
2773,Carlos Vela,2018,Los Angeles F..,USA-Major-League-Soccer,UMLS,12,1080,31,37,68,7.79
2774,Carlos Vela,2017/2018,Real Sociedad,Spain-La-Liga,SLL,13,375,5,17,22,6.53
2775,Carlos Vela,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,2,118,2,5,7,7.26
2776,Carlos Vela,2016/2017,Real Sociedad,Spain-La-Liga,SLL,35,2562,47,59,106,7.07
2777,Carlos Vela,2015/2016,Real Sociedad,Spain-La-Liga,SLL,35,2765,82,51,133,6.81
2778,Carlos Vela,2014/2015,Real Sociedad,Spain-La-Liga,SLL,29,2061,72,40,112,6.85
2779,Carlos Vela,2013/2014,Real Sociedad,Spain-La-Liga,SLL,37,3116,95,73,168,7.42
2780,Carlos Vela,2013/2014,Real Sociedad,Europe-UEFA-Champions-League,UCL,6,525,13,5,18,6.39
2781,Carlos Vela,2012/2013,Real Sociedad,Spain-La-Liga,SLL,35,2715,72,56,128,7.4
2782,Carlos Vela,2011/2012,Real Sociedad,Spain-La-Liga,SLL,35,2488,61,28,89,7.09
2783,Carlos Vela,2010/2011,Arsenal,Europe-UEFA-Champions-League,UCL,4,87,2,1,3,6.56
2784,Carlos Vela,2010/2011,Arsenal,England-Premier-League,EPL,4,60,1,3,4,6.36
2785,Carlos Vela,2010/2011,West Bromwich..,England-Premier-League,EPL,8,317,8,4,12,6.61
2786,Carlos Vela,2009/2010,Arsenal,Europe-UEFA-Champions-League,UCL,4,209,3,1,4,6.34
2787,Carlos Vela,2009/2010,Arsenal,England-Premier-League,EPL,11,227,3,4,7,6.3
2788,Lee Chung-yong,2017/2018,Crystal Palac..,England-Premier-League,EPL,7,132,-,2,2,5.98
2789,Lee Chung-yong,2016/2017,Crystal Palac..,England-Premier-League,EPL,15,466,2,6,8,6.27
2790,Lee Chung-yong,2015/2016,Crystal Palac..,England-Premier-League,EPL,13,387,2,8,10,6.4
2791,Lee Chung-yong,2014/2015,Bolton,England-Championship,EC,23,1987,23,21,44,6.99
2792,Lee Chung-yong,2014/2015,Crystal Palac..,England-Premier-League,EPL,3,91,3,1,4,5.74
2793,Lee Chung-yong,2013/2014,Bolton,England-Championship,EC,45,2959,29,49,78,6.83
2794,Lee Chung-yong,2014,South Korea,International-FIFA-World-Cup,WC,3,244,7,8,15,6.87
2795,Lee Chung-yong,2011/2012,Bolton,England-Premier-League,EPL,2,17,1,-,1,6.07
2796,Lee Chung-yong,2010/2011,Bolton,England-Premier-League,EPL,31,2201,32,15,47,6.93
2797,Lee Chung-yong,2009/2010,Bolton,England-Premier-League,EPL,34,2414,62,41,103,7.0
2798,Koo Ja-cheol,2017/2018,Augsburg,Germany-Bundesliga,GB,28,2051,20,12,32,6.68
2799,Koo Ja-cheol,2016/2017,Augsburg,Germany-Bundesliga,GB,23,1817,28,16,44,6.7
2800,Koo Ja-cheol,2015/2016,Mainz 05,Germany-Bundesliga,GB,2,17,-,-,-,6.08
2801,Koo Ja-cheol,2015/2016,Augsburg,Germany-Bundesliga,GB,27,2081,18,29,47,7.2
2802,Koo Ja-cheol,2015/2016,Augsburg,Europe-UEFA-Europa-League,UEL,8,404,3,7,10,6.56
2803,Koo Ja-cheol,2014/2015,Mainz 05,Germany-Bundesliga,GB,23,1487,26,42,68,7.04
2804,Koo Ja-cheol,2013/2014,Wolfsburg,Germany-Bundesliga,GB,10,594,2,12,14,6.45
2805,Koo Ja-cheol,2013/2014,Mainz 05,Germany-Bundesliga,GB,14,757,10,42,52,7.08
2806,Koo Ja-cheol,2014,South Korea,International-FIFA-World-Cup,WC,3,270,8,1,9,6.79
2807,Koo Ja-cheol,2012/2013,Augsburg,Germany-Bundesliga,GB,21,1601,25,48,73,7.12
2808,Koo Ja-cheol,2011/2012,Augsburg,Germany-Bundesliga,GB,15,1251,26,28,54,7.23
2809,Koo Ja-cheol,2011/2012,Wolfsburg,Germany-Bundesliga,GB,12,569,11,11,22,6.43
2810,Koo Ja-cheol,2010/2011,Wolfsburg,Germany-Bundesliga,GB,10,299,3,10,13,6.36
2811,Jimmy Durmaz,2017/2018,Toulouse,France-Ligue-1,FL1,20,1032,11,18,29,6.61
2812,Jimmy Durmaz,2016/2017,Toulouse,France-Ligue-1,FL1,27,1525,22,34,56,6.51
2813,Jimmy Durmaz,2015/2016,Olympiacos,Europe-UEFA-Europa-League,UEL,2,135,3,2,5,6.79
2814,Jimmy Durmaz,2014/2015,Olympiacos,Europe-UEFA-Champions-League,UCL,1,21,2,-,2,6.25
2815,Jimmy Durmaz,2014/2015,Olympiacos,Europe-UEFA-Europa-League,UEL,2,84,-,3,3,6.38
2816,Jimmy Durmaz,2016,Sweden,International-European-Championship,UEC,2,31,-,1,1,6.07
2817,Axel Witsel,2018,Tianjin Quanj..,China-Super-league,CSl,9,805,-,14,14,6.95
2818,Axel Witsel,2017,Tianjin Quanj..,China-Super-league,CSl,27,2417,8,34,42,6.98
2819,Axel Witsel,2016/2017,Zenit St. Pet..,Russia-Premier-League,RPL,16,1286,6,13,19,7.04
2820,Axel Witsel,2016/2017,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,540,3,7,10,7.21
2821,Axel Witsel,2015/2016,Zenit St. Pet..,Russia-Premier-League,RPL,29,2470,13,13,26,6.91
2822,Axel Witsel,2015/2016,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,7,630,5,4,9,7.36
2823,Axel Witsel,2014/2015,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,442,1,1,2,6.84
2824,Axel Witsel,2014/2015,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,518,1,1,2,6.9
2825,Axel Witsel,2014/2015,Zenit St. Pet..,Russia-Premier-League,RPL,28,2304,7,10,17,7.06
2826,Axel Witsel,2016,Belgium,International-European-Championship,UEC,5,450,1,1,2,7.24
2827,Axel Witsel,2013/2014,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,7,575,3,5,8,6.85
2828,Axel Witsel,2013/2014,Zenit St. Pet..,Russia-Premier-League,RPL,29,2489,16,13,29,7.18
2829,Axel Witsel,2014,Belgium,International-FIFA-World-Cup,WC,4,360,-,1,1,7.15
2830,Axel Witsel,2012/2013,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,4,360,1,4,5,7.09
2831,Axel Witsel,2012/2013,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,450,5,4,9,6.92
2832,Axel Witsel,2011/2012,Benfica,Europe-UEFA-Champions-League,UCL,10,900,3,11,14,7.2
2833,Axel Witsel,2009/2010,Standard Lieg..,Europe-UEFA-Champions-League,UCL,6,534,8,6,14,7.15
2834,Gabriel Torres,2015,Colorado Rapi..,USA-Major-League-Soccer,UMLS,25,1597,8,7,15,6.53
2835,Gabriel Torres,2014,Colorado Rapi..,USA-Major-League-Soccer,UMLS,23,1091,13,10,23,6.43
2836,Gabriel Torres,2013,Colorado Rapi..,USA-Major-League-Soccer,UMLS,8,597,1,10,11,6.85
2837,Syam Ben Youssef,2017/2018,Kasimpasa,Turkey-Super-Lig,TS,26,2146,-,13,13,6.75
2838,Syam Ben Youssef,2016/2017,Caen,France-Ligue-1,FL1,17,1291,2,2,4,6.81
2839,Syam Ben Youssef,2015/2016,Caen,France-Ligue-1,FL1,18,1477,3,5,8,7.25
2840,Syam Ben Youssef,2015,Tunisia,International-Africa-Cup-of-Nations,ACoN,4,360,1,1,2,7.3
2841,Syam Ben Youssef,2014/2015,Astra Giurgiu,Europe-UEFA-Europa-League,UEL,6,540,1,2,3,6.69
2842,Ahmed Akaïchi,2015,Tunisia,,ACoN,4,321,7,2,9,6.95
2843,David Ospina,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,10,900,-,-,-,6.94
2844,David Ospina,2017/2018,Arsenal,England-Premier-League,EPL,5,380,-,-,-,6.95
2845,David Ospina,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,6.69
2846,David Ospina,2016/2017,Arsenal,England-Premier-League,EPL,2,142,-,-,-,6.17
2847,David Ospina,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,6.04
2848,David Ospina,2015/2016,Arsenal,England-Premier-League,EPL,4,360,-,-,-,7.11
2849,David Ospina,2015,Colombia,International-Copa-America,ICA,4,360,-,-,-,7.27
2850,David Ospina,2014/2015,Arsenal,Europe-UEFA-Champions-League,UCL,3,208,-,-,-,6.69
2851,David Ospina,2014/2015,Arsenal,England-Premier-League,EPL,18,1620,-,-,-,7.06
2852,David Ospina,2013/2014,Nice,France-Ligue-1,FL1,29,2572,-,1,1,7.28
2853,David Ospina,2014,Colombia,International-FIFA-World-Cup,WC,5,445,-,-,-,7.17
2854,David Ospina,2012/2013,Nice,France-Ligue-1,FL1,26,2298,-,-,-,6.72
2855,David Ospina,2011/2012,Nice,France-Ligue-1,FL1,37,3263,-,2,2,7.03
2856,David Ospina,2010/2011,Nice,France-Ligue-1,FL1,35,3091,-,-,-,6.96
2857,David Ospina,2009/2010,Nice,France-Ligue-1,FL1,37,3276,-,1,1,6.87
2858,Camilo Vargas,2016,Argentinos Ju..,,APD,6,540,-,-,-,6.17
2859,Maya Yoshida,2017/2018,Southampton,England-Premier-League,EPL,24,2051,-,2,2,6.86
2860,Maya Yoshida,2016/2017,Southampton,England-Premier-League,EPL,23,2070,2,1,3,7.03
2861,Maya Yoshida,2016/2017,Southampton,Europe-UEFA-Europa-League,UEL,6,540,-,1,1,7.2
2862,Maya Yoshida,2015/2016,Southampton,England-Premier-League,EPL,20,1016,1,-,1,6.48
2863,Maya Yoshida,2014/2015,Southampton,England-Premier-League,EPL,22,1691,1,4,5,6.9
2864,Maya Yoshida,2013/2014,Southampton,England-Premier-League,EPL,8,632,-,-,-,6.99
2865,Maya Yoshida,2014,Japan,International-FIFA-World-Cup,WC,3,270,-,-,-,6.87
2866,Maya Yoshida,2013,Japan,International-Confederations-Cup,ICC,3,205,-,-,-,6.15
2867,Maya Yoshida,2012/2013,Southampton,England-Premier-League,EPL,32,2852,-,4,4,6.95
2868,Konstantin Rausch,2017/2018,FC Cologne,Germany-Bundesliga,GB,12,930,10,2,12,6.58
2869,Konstantin Rausch,2017/2018,FC Cologne,Europe-UEFA-Europa-League,UEL,6,502,4,-,4,6.4
2870,Konstantin Rausch,2017/2018,Dinamo Moscow,Russia-Premier-League,RPL,10,839,-,3,3,6.37
2871,Konstantin Rausch,2016/2017,FC Cologne,Germany-Bundesliga,GB,28,1937,21,12,33,6.72
2872,Konstantin Rausch,2015/2016,Darmstadt,Germany-Bundesliga,GB,31,2129,25,5,30,6.61
2873,Konstantin Rausch,2014/2015,VfB Stuttgart,Germany-Bundesliga,GB,4,72,-,-,-,6.11
2874,Konstantin Rausch,2013/2014,VfB Stuttgart,Germany-Bundesliga,GB,21,1496,6,14,20,6.67
2875,Konstantin Rausch,2012/2013,Hannover 96,Germany-Bundesliga,GB,30,2340,14,33,47,6.83
2876,Konstantin Rausch,2012/2013,Hannover 96,Europe-UEFA-Europa-League,UEL,7,465,8,5,13,6.76
2877,Konstantin Rausch,2011/2012,Hannover 96,Germany-Bundesliga,GB,33,2085,21,42,63,6.64
2878,Konstantin Rausch,2010/2011,Hannover 96,Germany-Bundesliga,GB,34,2844,23,34,57,6.77
2879,Konstantin Rausch,2009/2010,Hannover 96,Germany-Bundesliga,GB,26,1702,12,9,21,6.41
2880,Karim Ansarifard,2016/2017,Olympiacos,Europe-UEFA-Europa-League,UEL,4,273,3,3,6,7.06
2881,Karim Ansarifard,2014,Iran,International-FIFA-World-Cup,WC,1,22,-,-,-,5.74
2882,Romain Saïss,2017/2018,Wolverhampton..,England-Championship,EC,42,3398,8,18,26,7.09
2883,Romain Saïss,2016/2017,Wolverhampton..,England-Championship,EC,24,1728,3,8,11,6.85
2884,Romain Saïss,2015/2016,Angers,France-Ligue-1,FL1,35,3107,9,21,30,7.13
2885,Younès Belhanda,2017/2018,Galatasaray,Turkey-Super-Lig,TS,30,2445,28,68,96,7.39
2886,Younès Belhanda,2016/2017,Nice,France-Ligue-1,FL1,31,2541,22,30,52,6.8
2887,Younès Belhanda,2016/2017,Nice,Europe-UEFA-Europa-League,UEL,5,268,6,4,10,6.16
2888,Younès Belhanda,2015/2016,Schalke 04,Germany-Bundesliga,GB,15,813,17,15,32,6.87
2889,Younès Belhanda,2015/2016,Schalke 04,Europe-UEFA-Europa-League,UEL,2,178,4,3,7,6.86
2890,Younès Belhanda,2015/2016,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,2,31,-,-,-,6.13
2891,Younès Belhanda,2014/2015,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,9,596,4,9,13,6.75
2892,Younès Belhanda,2013/2014,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,7,530,10,13,23,6.83
2893,Younès Belhanda,2012/2013,Montpellier,Europe-UEFA-Champions-League,UCL,6,451,11,8,19,6.62
2894,Younès Belhanda,2012/2013,Montpellier,France-Ligue-1,FL1,29,2424,69,29,98,6.89
2895,Younès Belhanda,2011/2012,Montpellier,France-Ligue-1,FL1,28,2241,39,35,74,7.14
2896,Younès Belhanda,2010/2011,Montpellier,France-Ligue-1,FL1,36,2596,52,54,106,6.8
2897,Younès Belhanda,2009/2010,Montpellier,France-Ligue-1,FL1,33,1865,56,20,76,6.57
2898,Mehdi Carcela,2017/2018,Olympiacos,Europe-UEFA-Champions-League,UCL,4,268,6,7,13,6.39
2899,Mehdi Carcela,2016/2017,Granada,Spain-La-Liga,SLL,22,1753,56,60,116,6.87
2900,Mehdi Carcela,2015/2016,Benfica,Europe-UEFA-Champions-League,UCL,4,140,2,4,6,6.3
2901,Mehdi Carcela,2014/2015,Standard Lieg..,Europe-UEFA-Europa-League,UEL,1,56,3,3,6,6.56
2902,Mehdi Carcela,2013/2014,Standard Lieg..,Europe-UEFA-Europa-League,UEL,3,186,4,4,8,6.47
2903,Mehdi Carcela,2013/2014,Anzhi Makhach..,Russia-Premier-League,RPL,3,115,2,2,4,6.16
2904,Mehdi Carcela,2012/2013,Anzhi Makhach..,Europe-UEFA-Europa-League,UEL,10,362,8,4,12,6.16
2905,Mehdi Carcela,2009/2010,Standard Lieg..,Europe-UEFA-Champions-League,UCL,5,395,17,6,23,6.9
2906,Nacho,2017/2018,Real Madrid,Spain-La-Liga,SLL,27,2073,4,6,10,6.9
2907,Nacho,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,8,595,3,4,7,7.17
2908,Nacho,2016/2017,Real Madrid,Spain-La-Liga,SLL,28,2302,11,7,18,7.01
2909,Nacho,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,4,315,-,2,2,6.89
2910,Nacho,2015/2016,Real Madrid,Spain-La-Liga,SLL,16,1153,2,4,6,6.98
2911,Nacho,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,5,358,-,-,-,6.99
2912,Nacho,2014/2015,Real Madrid,Spain-La-Liga,SLL,14,636,4,4,8,6.83
2913,Nacho,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,6,200,3,-,3,6.51
2914,Nacho,2013/2014,Real Madrid,Spain-La-Liga,SLL,12,812,3,1,4,6.8
2915,Nacho,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,3,242,1,3,4,7.64
2916,Nacho,2013,Spain U21,International-EURO-U-21,IEU,1,90,-,-,-,6.89
2917,Nacho,2012/2013,Real Madrid,Spain-La-Liga,SLL,9,556,10,6,16,6.94
2918,Nacho,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,1,90,-,1,1,7.23
2919,Nacho,2010/2011,Real Madrid,Spain-La-Liga,SLL,2,145,2,1,3,6.73
2920,Henrik Dalsgaard,2017/2018,Brentford,England-Championship,EC,29,2541,20,20,40,6.98
2921,Henrik Dalsgaard,2014/2015,AaB,Europe-UEFA-Europa-League,UEL,8,700,3,6,9,6.83
2922,Pedro Gallese,2015,Peru,,ICA,6,540,1,-,1,6.85
2923,Luis Advíncula,2016/2017,Newells Old B..,Argentina-Primera-División,APD,14,1187,13,16,29,6.99
2924,Luis Advíncula,2016,Newells Old B..,Argentina-Primera-División,APD,15,1264,16,12,28,6.76
2925,Luis Advíncula,2015/2016,Bursaspor,Turkey-Super-Lig,TS,12,1022,8,11,19,6.65
2926,Luis Advíncula,2015,Peru,International-Copa-America,ICA,6,540,5,6,11,7.14
2927,Luis Advíncula,2013,Ponte Preta,Brazil-Brasileirão,BSA,4,242,5,1,6,6.39
2928,Luis Advíncula,2012/2013,Hoffenheim,Germany-Bundesliga,GB,2,78,2,-,2,6.17
2929,Yoshimar Yotún,2018,Orlando City,USA-Major-League-Soccer,UMLS,10,891,10,25,35,7.47
2930,Yoshimar Yotún,2017,Orlando City,USA-Major-League-Soccer,UMLS,10,887,12,14,26,7.33
2931,Yoshimar Yotún,2017,Malmoe FF,Sweden-Allsvenskan,SA,15,1238,14,18,32,7.47
2932,Yoshimar Yotún,2016,Malmoe FF,Sweden-Allsvenskan,SA,19,1164,13,13,26,7.01
2933,Yoshimar Yotún,2015/2016,Malmoe FF,Europe-UEFA-Champions-League,UCL,4,303,5,1,6,6.25
2934,Yoshimar Yotún,2015,Peru,International-Copa-America,ICA,6,143,2,2,4,6.37
2935,Yoshimar Yotún,2013,Vasco da Gama,Brazil-Brasileirão,BSA,23,2000,26,19,45,6.83
2936,Lovre Kalinic,2016/2017,Gent,,UEL,4,360,-,-,-,6.27
2937,Thomas Müller,2017/2018,Bayern Munich,Germany-Bundesliga,GB,29,1966,20,12,32,7.28
2938,Thomas Müller,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,10,734,2,6,8,7.06
2939,Thomas Müller,2016/2017,Bayern Munich,Germany-Bundesliga,GB,29,2265,22,16,38,7.3
2940,Thomas Müller,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,433,2,1,3,6.75
2941,Thomas Müller,2015/2016,Bayern Munich,Germany-Bundesliga,GB,31,2345,38,37,75,7.5
2942,Thomas Müller,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,896,13,2,15,7.14
2943,Thomas Müller,2014/2015,Bayern Munich,Germany-Bundesliga,GB,32,2374,23,24,47,7.27
2944,Thomas Müller,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,10,778,10,11,21,7.59
2945,Thomas Müller,2016,Germany,International-European-Championship,UEC,6,540,5,7,12,7.2
2946,Thomas Müller,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,710,4,7,11,6.89
2947,Thomas Müller,2013/2014,Bayern Munich,Germany-Bundesliga,GB,31,2173,22,30,52,7.36
2948,Thomas Müller,2014,Germany,International-FIFA-World-Cup,WC,7,622,2,8,10,7.72
2949,Thomas Müller,2012/2013,Bayern Munich,Germany-Bundesliga,GB,28,2102,44,44,88,7.69
2950,Thomas Müller,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,13,1047,20,10,30,7.53
2951,Thomas Müller,2012,Germany,International-European-Championship,UEC,5,306,2,1,3,6.46
2952,Thomas Müller,2011/2012,Bayern Munich,Germany-Bundesliga,GB,34,2702,50,53,103,7.31
2953,Thomas Müller,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,694,7,5,12,7.13
2954,Thomas Müller,2010/2011,Bayern Munich,Germany-Bundesliga,GB,34,2801,47,65,112,7.37
2955,Thomas Müller,2010/2011,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,621,15,12,27,7.47
2956,Thomas Müller,2009/2010,Bayern Munich,Germany-Bundesliga,GB,34,2645,33,40,73,7.39
2957,Thomas Müller,2009/2010,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,939,11,6,17,6.86
2958,Dejan Lovren,2017/2018,Liverpool,Europe-UEFA-Champions-League,UCL,12,1050,-,2,2,7.0
2959,Dejan Lovren,2017/2018,Liverpool,England-Premier-League,EPL,29,2125,1,-,1,6.99
2960,Dejan Lovren,2016/2017,Liverpool,England-Premier-League,EPL,29,2555,-,1,1,7.13
2961,Dejan Lovren,2015/2016,Liverpool,Europe-UEFA-Europa-League,UEL,10,900,1,-,1,7.06
2962,Dejan Lovren,2015/2016,Liverpool,England-Premier-League,EPL,24,1898,1,1,2,6.97
